,Unnamed: 0,id,общая информация,Дата,Команда1,счет1,Команда2,счет2,Температура,Признак погоды,поб1,X,поб2,ТМ 2.5,ТБ 2.5,Матчи 1,Матчи 2,Отдых: дни (часы) 1,Отдых: дни (часы) 2,Победы 1,Победы 2,Ничьи 1,Ничьи 2,Поражения 1,Поражения 2,Забито голов 1,Забито голов 2,Пропущено голов 1,Пропущено голов 2,Забито голов за игру 1,Забито голов за игру 2,Пропущено голов за игру 1,Пропущено голов за игру 2,Сухие матчи 1,Сухие матчи 2,обе забьют 1,обе забьют 2,Тотал больше 2.5 1,Тотал больше 2.5 2,Тотал меньше 2.5 1,Тотал меньше 2.5 2,Удары 1,Удары 2,Удары  (соперник) 1,Удары  (соперник) 2,Удары в створ 1,Удары в створ 2,Удары в створ  (соперник) 1,Удары в створ  (соперник) 2,Владение 1,Владение 2,Владение  (соперник) 1,Владение  (соперник) 2,Угловые 1,Угловые 2,Угловые  (соперник) 1,Угловые  (соперник) 2,Нарушения 1,Нарушения 2,Нарушения  (соперник) 1,Нарушения  (соперник) 2,Офсайды 1,Офсайды 2,Офсайды  (соперник) 1,Офсайды  (соперник) 2,Желтые карточки 1,Желтые карточки 2,Желтые карточки  (соперник) 1,Желтые карточки  (соперник) 2,Красные карточки 1,Красные карточки 2,Красные карточки  (соперник) 1,Красные карточки  (соперник) 2
384,384,14898328,"Бундеслига, 26-й тур, регулярный сезон, 17.05.2020 19:00",17.05.2020 19:00,Унион Берлин,0,Бавария,2,+19°C,переменная облачность,18.0,9.0,1.2,3.4,1.3,10,10,(1705) 71.0,70.0 (1681),50%   5,9   90%,10%   1,1   10%,40%   4,0,22,31,18,7,2.2,3.1,1.8,0.7,30%   3,6   60%,60%   6,4   40%,70%   7,7   70%,30%   3,3   30%,11.0,18.2,13.89,7.4,4.22,7.3,4.89,2.4,41.0,67.3,59.0,32.7,3.78,8.5,5.89,2.6,11.89,7.0,10.0,9.1,1.44,2.70,2.0,3.80,2.44,1.3,2.22,1.5,0.22,0.0,0.0,0.1
385,385,14898327,"Бундеслига, 26-й тур, регулярный сезон, 17.05.2020 16:30",17.05.2020 16:30,Кёльн,2,Майнц,2,+24°C,солнечно,1.92,3.94,4.35,2.41,1.7,10,10,(1604) 66.8,69.8 (1676),50%   5,3   30%,20%   2,2   20%,30%   3,5   50%,23,13,16,17,2.3,1.3,1.6,1.7,30%   3,3   30%,70%   7,6   60%,90%   9,6   60%,10%   1,4   40%,13.22,11.6,13.11,11.3,5.67,4.7,4.33,4.6,44.38,44.7,55.63,55.3,5.0,5.1,4.44,5.8,11.13,12.75,11.25,11.38,2.63,1.88,0.88,1.63,1.89,2.2,1.78,1.4,0.0,0.1,0.0,0.1
386,386,14898322,"Бундеслига, 26-й тур, регулярный сезон, 16.05.2020 19:30",16.05.2020 19:30,Айнтрахт Франкфурт,1,Боруссия М,3,+18°C,солнечно,3.02,3.72,2.49,2.2,1.82,10,10,(1558) 64.9,66.0 (1583),40%   4,5   50%,20%   2,2   20%,40%   4,3   30%,18,19,18,16,1.8,1.9,1.8,1.6,20%   2,0,50%   5,9   90%,80%   8,8   80%,20%   2,2   20%,10.3,13.33,12.2,12.78,4.7,6.0,5.3,5.89,49.9,52.56,50.1,47.44,4.7,5.44,5.0,4.33,11.4,11.13,8.7,12.75,2.5,2.25,1.9,1.38,1.5,2.56,1.8,2.56,0.1,0.11,0.0,0.0
387,387,14898320,"Бундеслига, 26-й тур, регулярный сезон, 16.05.2020 16:30",16.05.2020 16:30,Боруссия Дортмунд,4,Шальке,0,+22°C,солнечно,1.62,4.6,6.05,2.46,1.68,10,10,(1577) 65.7,70.0 (1679),70%   7,2   20%,0,4   40%,30%   3,4   40%,26,7,12,18,2.6,0.7,1.2,1.8,40%   4,3   30%,50%   5,3   30%,70%   7,4   40%,30%   3,6   60%,13.9,9.6,7.7,14.5,5.3,3.4,3.2,5.2,57.1,48.3,42.9,51.7,4.8,4.8,2.8,6.9,9.0,10.9,9.6,10.0,1.4,2.60,2.8,2.70,1.4,2.0,2.1,1.6,0.1,0.0,0.0,0.1
388,388,14898321,"Бундеслига, 26-й тур, регулярный сезон, 16.05.2020 16:30",16.05.2020 16:30,РБ Лейпциг,1,Фрайбург,1,+16°C,солнечно,1.4,5.55,9.3,2.68,1.59,10,10,(1601) 66.7,70.0 (1679),40%   4,3   30%,40%   4,2   20%,20%   2,5   50%,16,10,8,16,1.6,1.0,0.8,1.6,60%   6,1   10%,30%   3,5   50%,50%   5,5   50%,50%   5,5   50%,15.1,13.67,9.3,16.78,5.2,4.89,3.7,5.0,51.1,51.78,48.9,48.22,5.5,5.33,4.2,5.78,11.5,9.56,11.1,12.89,2.8,1.67,2.2,0.89,1.9,1.67,2.4,2.67,0.0,0.0,0.1,0.22
389,389,14898324,"Бундеслига, 26-й тур, регулярный сезон, 16.05.2020 16:30",16.05.2020 16:30,Хоффенхайм,0,Герта,3,+23°C,солнечно,2.26,3.8,3.38,2.39,1.71,10,10,(1679) 70.0,70.0 (1679),20%   2,3   30%,20%   2,3   30%,60%   6,4   40%,14,13,21,22,1.4,1.3,2.1,2.2,10%   1,2   20%,70%   7,6   60%,70%   7,8   80%,30%   3,2   20%,11.9,11.67,15.0,14.0,4.0,4.22,6.7,6.22,49.4,48.78,50.6,51.22,5.8,5.11,6.3,4.22,10.0,12.56,10.67,11.89,1.67,1.11,2.22,3.78,1.8,2.0,1.8,1.78,0.0,0.22,0.1,0.0
390,390,14898325,"Бундеслига, 26-й тур, регулярный сезон, 16.05.2020 16:30",16.05.2020 16:30,Фортуна Дюссельдорф,0,Падерборн 07,0,+18°C,солнечно,2.26,3.76,3.4,2.28,1.77,10,10,(1652) 68.8,70.8 (1698),20%   2,3   30%,40%   4,1   10%,40%   4,6   60%,15,15,17,21,1.5,1.5,1.7,2.1,10%   1,2   20%,70%   7,7   70%,40%   4,6   60%,60%   6,4   40%,14.9,14.22,11.5,12.67,5.2,5.44,5.6,5.33,51.7,46.56,48.3,53.44,5.8,5.89,4.6,7.0,11.9,10.75,11.5,10.25,2.3,2.13,2.8,1.50,2.9,2.56,1.5,2.11,0.0,0.22,0.3,0.0
391,391,14898326,"Бундеслига, 26-й тур, регулярный сезон, 16.05.2020 16:30",16.05.2020 16:30,Аугсбург,1,Вольфсбург,2,+20°C,солнечно,3.54,3.68,2.23,2.1,1.9,10,10,(1655) 69.0,64.7 (1553),20%   2,6   60%,20%   2,3   30%,60%   6,1   10%,15,28,24,10,1.5,2.8,2.4,1.0,10%   1,4   40%,50%   5,6   60%,60%   6,8   80%,40%   4,2   20%,10.0,13.3,11.8,8.3,4.4,6.0,5.0,3.2,40.67,51.56,59.33,48.44,4.0,5.3,3.5,3.6,10.0,13.67,9.38,11.44,3.5,2.11,1.5,1.33,1.6,1.5,1.8,1.5,0.0,0.1,0.0,0.1
392,392,14898277,"Бундеслига, 21-й тур, регулярный сезон, 11.03.2020 19:30",11.03.2020 19:30,Боруссия М,2,Кёльн,1,+21°C,солнечно,1.99,3.85,3.8,2.32,1.58,10,10,(95) 4.0,4.9 (117),40%   4,5   50%,30%   3,2   20%,30%   3,3   30%,17,23,15,16,1.7,2.3,1.5,1.6,10%   1,3   30%,80%   8,7   70%,70%   7,9   90%,30%   3,1   10%,13.11,12.67,11.67,12.78,6.0,5.44,5.22,4.22,52.67,46.13,47.33,53.88,5.56,5.44,4.11,4.22,10.75,10.57,12.38,10.86,2.88,2.86,1.38,0.86,2.67,1.67,2.56,1.89,0.11,0.0,0.0,0.0
393,393,14898316,"Бундеслига, 25-й тур, регулярный сезон, 08.03.2020 19:00",08.03.2020 19:00,Майнц,1,Фортуна Дюссельдорф,1,+18°C,пасмурно,1.98,3.84,3.85,2.28,1.7,10,10,(193) 8.0,4.9 (117),30%   3,2   20%,10%   1,3   30%,60%   6,5   50%,12,16,17,19,1.2,1.6,1.7,1.9,30%   3,1   10%,50%   5,7   70%,60%   6,5   50%,40%   4,5   50%,13.1,14.4,10.9,12.3,4.8,5.5,4.6,6.2,45.5,50.1,54.5,49.9,5.6,5.5,5.6,4.8,11.38,12.0,11.25,10.67,2.5,2.33,1.75,2.89,2.0,2.9,1.4,1.4,0.0,0.0,0.2,0.2
394,394,14898311,"Бундеслига, 25-й тур, регулярный сезон, 08.03.2020 16:30",08.03.2020 16:30,Бавария,2,Аугсбург,0,+20°C,переменная облачность,1.12,11.25,25.0,4.6,1.15,10,10,(113) 4.7,8.0 (191),90%   9,2   20%,10%   1,2   20%,0,6   60%,33,16,7,25,3.3,1.6,0.7,2.5,60%   6,1   10%,40%   4,6   60%,80%   8,7   70%,20%   2,3   30%,18.2,10.1,7.6,12.1,7.9,4.4,2.3,5.1,66.5,41.0,33.5,59.0,8.0,4.0,2.2,3.7,8.1,10.38,9.1,9.88,3.0,3.38,3.5,2.38,1.3,1.9,1.8,1.8,0.0,0.0,0.1,0.0
395,395,14898313,"Бундеслига, 25-й тур, регулярный сезон, 07.03.2020 19:30",07.03.2020 19:30,Боруссия М,1,Боруссия Дортмунд,2,+21°C,солнечно,3.38,3.88,2.12,2.39,1.55,10,10,(170) 7.1,7.1 (170),50%   5,7   70%,30%   3,0,20%   2,3   30%,18,29,13,14,1.8,2.9,1.3,1.4,20%   2,4   40%,70%   7,5   50%,60%   6,7   70%,40%   4,3   30%,13.89,14.0,11.67,8.4,6.33,5.7,5.11,3.5,54.22,59.5,45.78,40.5,6.11,5.2,4.22,2.5,10.25,7.44,13.0,8.67,2.75,1.89,1.63,3.11,2.33,0.8,2.33,1.3,0.11,0.0,0.0,0.0
396,396,14898312,"Бундеслига, 25-й тур, регулярный сезон, 07.03.2020 16:30",07.03.2020 16:30,Байер,4,Айнтрахт Франкфурт,0,+20°C,солнечно,1.83,4.15,4.2,2.68,1.53,10,10,(68) 2.8,2.7 (65),80%   8,6   60%,10%   1,2   20%,10%   1,2   20%,24,22,12,12,2.4,2.2,1.2,1.2,20%   2,3   30%,80%   8,6   60%,80%   8,7   70%,20%   2,3   30%,15.1,9.8,10.4,12.8,7.2,4.6,3.8,5.1,60.0,47.7,40.0,52.3,4.9,4.9,4.3,6.1,12.0,11.0,11.0,8.8,2.8,2.20,1.9,2.20,2.2,1.7,2.7,1.8,0.1,0.1,0.2,0.0
397,397,14898314,"Бундеслига, 25-й тур, регулярный сезон, 07.03.2020 16:30",07.03.2020 16:30,Вольфсбург,0,РБ Лейпциг,0,+19°C,переменная облачность,3.54,3.7,2.12,2.28,1.7,10,10,(145) 6.0,6.0 (143),60%   6,5   50%,20%   2,3   30%,20%   2,2   20%,29,19,13,10,2.9,1.9,1.3,1.0,30%   3,4   40%,70%   7,5   50%,90%   9,6   60%,10%   1,4   40%,14.0,16.2,8.1,8.9,6.8,5.6,3.4,3.8,54.11,53.3,45.89,46.7,6.0,6.0,4.3,4.3,13.56,9.5,11.33,11.6,2.0,3.40,1.33,2.40,1.3,1.6,1.6,2.4,0.1,0.0,0.1,0.1
398,398,14898315,"Бундеслига, 25-й тур, регулярный сезон, 07.03.2020 16:30",07.03.2020 16:30,Герта,2,Вердер,2,+19°C,переменная облачность,2.32,3.55,3.2,2.1,1.82,10,10,(186) 7.8,2.7 (65),40%   4,3   30%,20%   2,1   10%,40%   4,6   60%,13,10,21,19,1.3,1.0,2.1,1.9,20%   2,1   10%,60%   6,4   40%,80%   8,6   60%,20%   2,4   40%,10.89,10.63,15.56,12.88,3.78,3.13,6.56,4.75,48.11,46.75,51.89,53.25,5.33,3.75,4.67,6.0,12.0,13.0,12.63,12.0,1.0,1.88,3.88,2.63,1.67,2.5,1.56,2.13,0.22,0.13,0.0,0.13
399,399,14898317,"Бундеслига, 25-й тур, регулярный сезон, 07.03.2020 16:30",07.03.2020 16:30,Фрайбург,3,Унион Берлин,1,+26°C,солнечно,2.51,3.18,3.2,1.68,2.32,10,10,(167) 7.0,2.8 (68),20%   2,5   50%,20%   2,2   20%,60%   6,3   30%,8,23,18,17,0.8,2.3,1.8,1.7,10%   1,3   30%,50%   5,6   60%,50%   5,7   70%,50%   5,3   30%,14.22,10.75,17.89,14.38,5.0,4.25,5.78,5.0,50.11,40.5,49.89,59.5,5.22,4.0,6.44,5.75,9.67,10.88,11.56,10.63,1.56,1.63,1.0,1.75,1.44,2.5,2.78,2.25,0.0,0.13,0.11,0.0
400,400,14898318,"Бундеслига, 25-й тур, регулярный сезон, 07.03.2020 16:30",07.03.2020 16:30,Шальке,1,Хоффенхайм,1,+19°C,солнечно,2.66,3.62,2.68,2.25,1.72,10,10,(89) 3.7,7.0 (167),30%   3,2   20%,30%   3,1   10%,40%   4,7   70%,10,15,17,23,1.0,1.5,1.7,2.3,40%   4,1   10%,20%   2,7   70%,50%   5,8   80%,50%   5,2   20%,9.4,13.1,15.7,15.1,3.8,4.7,5.9,6.9,49.7,49.5,50.3,50.5,4.9,5.7,7.0,6.0,11.22,9.75,9.78,11.0,2.78,1.63,2.78,2.38,2.2,1.7,1.5,1.8,0.0,0.0,0.1,0.1
401,401,14898319,"Бундеслига, 25-й тур, регулярный сезон, 06.03.2020 21:00",06.03.2020 21:00,Падерборн 07,1,Кёльн,2,+21°C,солнечно,3.3,3.86,2.16,2.36,1.56,10,10,(147) 6.1,6.0 (144),40%   4,5   50%,10%   1,2   20%,50%   5,3   30%,18,22,20,15,1.8,2.2,2.0,1.5,20%   2,4   40%,70%   7,6   60%,60%   6,8   80%,40%   4,2   20%,14.38,12.22,12.75,12.0,5.88,5.22,5.63,4.11,46.0,46.75,54.0,53.25,6.0,4.56,6.75,4.44,11.14,10.43,10.0,12.57,2.29,3.43,1.71,0.86,2.5,1.33,1.88,2.0,0.25,0.0,0.0,0.0
402,402,14898303,"Бундеслига, 24-й тур, регулярный сезон, 01.03.2020 16:30",01.03.2020 16:30,РБ Лейпциг,1,Байер,1,+16°C,солнечно,1.53,4.7,6.3,2.94,1.38,10,10,(188) 7.8,2.8 (67),50%   5,9   90%,30%   3,0,20%   2,1   10%,21,27,12,13,2.1,2.7,1.2,1.3,40%   4,2   20%,50%   5,8   80%,70%   7,9   90%,30%   3,1   10%,16.5,13.8,8.8,11.6,6.1,6.9,3.8,4.8,53.6,59.0,46.4,41.0,5.5,4.9,5.0,4.7,9.6,11.56,11.2,11.78,3.3,3.11,2.5,1.67,1.6,1.8,2.1,2.8,0.0,0.1,0.1,0.1
403,403,14898310,"Бундеслига, 24-й тур, регулярный сезон, 01.03.2020 14:30",01.03.2020 14:30,Унион Берлин,2,Вольфсбург,2,+19°C,переменная облачность,2.9,3.35,2.62,1.89,2.01,10,10,(136) 5.7,2.7 (65),50%   5,6   60%,10%   1,1   10%,40%   4,3   30%,22,28,17,13,2.2,2.8,1.7,1.3,30%   3,3   30%,60%   6,7   70%,70%   7,9   90%,30%   3,1   10%,12.38,13.1,16.0,8.0,4.63,6.6,5.38,3.3,41.88,53.78,58.13,46.22,4.88,6.2,5.88,4.4,13.0,13.5,9.0,11.75,1.71,2.13,2.0,1.25,2.63,1.2,1.63,1.6,0.0,0.1,0.0,0.1
404,404,14898309,"Бундеслига, 24-й тур, регулярный сезон, 29.02.2020 19:30",29.02.2020 19:30,Кёльн,3,Шальке,0,+24°C,солнечно,2.23,3.74,3.24,2.2,1.75,10,10,(170) 7.1,7.0 (167),50%   5,3   30%,20%   2,4   40%,30%   3,3   30%,23,12,17,16,2.3,1.2,1.7,1.6,30%   3,4   40%,70%   7,3   30%,80%   8,5   50%,20%   2,5   50%,12.89,10.4,12.89,15.2,5.56,4.4,4.78,5.8,47.88,52.5,52.13,47.5,5.22,5.6,5.0,6.2,10.71,10.88,12.71,10.88,2.71,2.88,1.14,1.63,1.67,1.9,2.0,1.6,0.0,0.0,0.0,0.1
405,405,14898302,"Бундеслига, 24-й тур, регулярный сезон, 29.02.2020 16:30",29.02.2020 16:30,Боруссия Дортмунд,1,Фрайбург,0,+22°C,солнечно,1.23,6.9,15.0,2.86,1.4,10,10,(167) 7.0,7.0 (167),70%   7,2   20%,0,2   20%,30%   3,6   60%,32,8,16,18,3.2,0.8,1.6,1.8,30%   3,1   10%,60%   6,5   50%,80%   8,5   50%,20%   2,5   50%,13.3,14.67,8.5,17.56,5.9,4.89,3.4,6.0,59.6,52.0,40.4,48.0,5.5,5.56,2.4,6.22,7.75,9.33,8.63,12.22,2.0,1.56,3.38,0.89,0.7,1.44,1.3,2.89,0.0,0.0,0.0,0.11
406,406,14898305,"Бундеслига, 24-й тур, регулярный сезон, 29.02.2020 16:30",29.02.2020 16:30,Хоффенхайм,0,Бавария,6,+23°C,солнечно,8.5,6.45,1.33,3.7,1.26,10,10,(167) 7.0,3.7 (89),30%   3,8   80%,10%   1,1   10%,60%   6,1   10%,17,30,18,12,1.7,3.0,1.8,1.2,10%   1,5   50%,80%   8,5   50%,80%   8,8   80%,20%   2,2   20%,13.9,16.0,13.7,7.7,4.8,7.5,5.8,2.4,51.3,65.8,46.7,34.2,5.6,7.3,5.6,2.8,10.38,8.44,11.38,9.44,2.13,2.22,2.25,3.67,1.7,1.5,1.7,1.6,0.0,0.0,0.1,0.1
407,407,14898307,"Бундеслига, 24-й тур, регулярный сезон, 29.02.2020 16:30",29.02.2020 16:30,Майнц,2,Падерборн 07,0,+18°C,пасмурно,1.8,4.25,4.3,2.92,1.46,10,10,(140) 5.8,7.8 (186),30%   3,5   50%,10%   1,1   10%,60%   6,4   40%,15,20,17,19,1.5,2.0,1.7,1.9,30%   3,2   20%,50%   5,8   80%,70%   7,7   70%,30%   3,3   30%,13.9,15.75,11.6,14.0,5.3,6.13,4.7,5.88,44.6,46.63,55.4,53.38,5.6,5.38,5.6,7.13,12.0,10.43,10.88,10.57,2.75,2.57,1.75,1.71,2.1,2.5,1.3,2.0,0.0,0.25,0.2,0.0
408,408,14898308,"Бундеслига, 24-й тур, регулярный сезон, 29.02.2020 16:30",29.02.2020 16:30,Аугсбург,2,Боруссия М,3,+20°C,солнечно,4.3,3.98,1.85,2.3,1.59,10,10,(143) 6.0,7.0 (167),30%   3,4   40%,20%   2,3   30%,50%   5,3   30%,17,16,22,13,1.7,1.6,2.2,1.3,20%   2,2   20%,50%   5,7   70%,70%   7,6   60%,30%   3,4   40%,10.5,12.89,11.1,12.67,4.8,6.22,4.6,5.56,41.44,53.56,58.56,46.44,3.9,6.0,3.6,4.22,10.38,11.38,10.88,14.13,3.75,2.75,2.5,1.63,1.9,2.44,2.0,2.33,0.0,0.11,0.0,0.0
409,409,14898306,"Бундеслига, 24-й тур, регулярный сезон, 28.02.2020 21:30",28.02.2020 21:30,Фортуна Дюссельдорф,3,Герта,3,+18°C,солнечно,2.24,3.48,3.44,1.99,1.91,10,10,(148) 6.2,6.2 (148),30%   3,4   40%,30%   3,2   20%,40%   4,4   40%,15,10,17,18,1.5,1.0,1.7,1.8,10%   1,3   30%,70%   7,5   50%,50%   5,7   70%,50%   5,3   30%,12.4,10.0,12.3,15.33,4.4,2.89,5.4,6.56,48.67,47.11,51.33,52.89,5.1,4.89,4.5,5.11,11.88,12.13,11.5,12.88,1.88,0.75,2.5,3.88,2.5,1.67,1.4,1.56,0.0,0.22,0.2,0.0
410,410,14898297,"Бундеслига, 23-й тур, регулярный сезон, 24.02.2020 21:30",24.02.2020 21:30,Айнтрахт Франкфурт,1,Унион Берлин,2,+18°C,солнечно,1.85,3.82,4.5,2.15,1.78,10,10,(96) 4.0,9.2 (220),50%   5,5   50%,10%   1,1   10%,40%   4,4   40%,21,23,16,18,2.1,2.3,1.6,1.8,20%   2,3   30%,70%   7,6   60%,80%   8,7   70%,20%   2,3   30%,11.4,12.25,13.1,14.38,5.1,4.38,5.3,5.25,46.4,44.0,53.6,56.0,4.6,4.5,5.7,4.13,10.22,13.0,8.56,8.83,1.56,1.17,1.89,1.83,1.4,2.13,1.6,1.38,0.0,0.0,0.0,0.0
411,411,14898296,"Бундеслига, 23-й тур, регулярный сезон, 23.02.2020 19:00",23.02.2020 19:00,Вольфсбург,4,Майнц,0,+19°C,переменная облачность,1.9,3.84,4.2,2.42,1.63,10,10,(68) 2.8,7.0 (167),40%   4,3   30%,20%   2,1   10%,40%   4,6   60%,22,15,16,17,2.2,1.5,1.6,1.7,10%   1,3   30%,80%   8,5   50%,70%   7,7   70%,30%   3,3   30%,12.5,13.3,8.1,12.3,6.3,5.0,3.8,4.7,51.44,43.6,48.56,56.4,6.2,4.5,4.5,5.7,13.0,11.63,11.14,10.75,2.29,3.00,1.57,1.75,1.3,2.0,1.7,1.3,0.1,0.0,0.1,0.2
412,412,14898294,"Бундеслига, 23-й тур, регулярный сезон, 23.02.2020 16:30",23.02.2020 16:30,Байер,2,Аугсбург,0,+20°C,солнечно,1.56,4.7,5.85,2.92,1.46,10,10,(65) 2.7,8.0 (191),80%   8,4   40%,0,2   20%,20%   2,4   40%,26,21,16,22,2.6,2.1,1.6,2.2,20%   2,2   20%,80%   8,6   60%,90%   9,8   80%,10%   1,2   20%,13.4,10.4,12.1,11.9,6.2,4.9,4.6,4.8,59.7,41.44,40.3,58.56,5.8,3.7,4.7,4.5,11.25,9.63,10.88,10.88,3.25,4.00,2.25,3.00,1.3,1.5,1.8,1.9,0.2,0.0,0.0,0.0
413,413,14898301,"Бундеслига, 23-й тур, регулярный сезон, 22.02.2020 19:30",22.02.2020 19:30,Шальке,0,РБ Лейпциг,5,+19°C,солнечно,4.33,4.1,1.82,2.23,1.73,10,10,(143) 6.0,2.8 (68),30%   3,5   50%,50%   5,3   30%,20%   2,2   20%,13,19,12,12,1.3,1.9,1.2,1.2,40%   4,4   40%,40%   4,5   50%,40%   4,7   70%,60%   6,3   30%,11.1,16.0,15.8,9.1,4.5,6.0,6.2,3.7,51.7,56.0,48.3,44.0,5.9,5.9,6.9,5.1,11.0,9.9,11.75,11.3,2.25,3.30,2.0,2.00,1.8,1.4,1.4,2.1,0.0,0.0,0.1,0.1
414,414,14898295,"Бундеслига, 23-й тур, регулярный сезон, 22.02.2020 16:30",22.02.2020 16:30,Боруссия М,1,Хоффенхайм,1,+21°C,солнечно,1.6,4.5,5.65,2.74,1.43,10,10,(164) 6.8,7.0 (167),40%   4,4   40%,20%   2,0,40%   4,6   60%,16,18,14,17,1.6,1.8,1.4,1.7,20%   2,2   20%,70%   7,7   70%,70%   7,8   80%,30%   3,2   20%,12.44,12.6,11.56,14.0,5.56,4.6,5.44,5.3,54.78,51.3,45.22,48.7,5.78,4.9,3.67,5.9,11.25,10.5,13.63,12.63,2.75,2.13,1.63,2.38,2.0,1.9,2.11,1.7,0.11,0.0,0.0,0.1
415,415,14898298,"Бундеслига, 23-й тур, регулярный сезон, 22.02.2020 16:30",22.02.2020 16:30,Вердер,0,Боруссия Дортмунд,2,+18°C,переменная облачность,7.7,5.4,1.41,2.94,1.38,10,10,(167) 7.0,3.7 (89),30%   3,6   60%,10%   1,1   10%,60%   6,3   30%,10,30,21,16,1.0,3.0,2.1,1.6,10%   1,3   30%,40%   4,6   60%,70%   7,8   80%,30%   3,2   20%,10.5,12.7,13.0,9.5,3.13,5.4,4.63,3.5,49.5,60.4,50.5,43.6,4.63,5.2,5.25,3.3,14.0,7.71,12.0,7.0,1.5,1.86,2.38,3.14,3.0,0.7,2.25,1.5,0.13,0.0,0.0,0.0
416,416,14898299,"Бундеслига, 23-й тур, регулярный сезон, 22.02.2020 16:30",22.02.2020 16:30,Герта,0,Кёльн,5,+19°C,переменная облачность,2.74,3.34,2.77,2.03,1.87,10,10,(167) 7.0,6.0 (143),50%   5,5   50%,20%   2,2   20%,30%   3,3   30%,11,20,13,17,1.1,2.0,1.3,1.7,40%   4,3   30%,50%   5,7   70%,60%   6,7   70%,40%   4,3   30%,10.11,12.44,15.67,12.44,3.33,5.11,6.33,4.78,44.33,47.88,55.67,52.13,4.78,5.22,5.33,4.89,12.63,11.29,13.13,12.71,0.75,3.71,4.13,1.29,1.78,1.67,1.56,2.0,0.22,0.0,0.0,0.22
417,417,14898300,"Бундеслига, 23-й тур, регулярный сезон, 22.02.2020 16:30",22.02.2020 16:30,Фрайбург,0,Фортуна Дюссельдорф,2,+26°C,солнечно,1.95,3.74,4.1,2.1,1.82,10,10,(167) 7.0,6.8 (164),30%   3,2   20%,20%   2,3   30%,50%   5,5   50%,9,13,16,20,0.9,1.3,1.6,2.0,20%   2,0,50%   5,7   70%,50%   5,6   60%,50%   5,4   40%,14.22,11.9,17.22,12.1,4.78,4.1,5.44,5.6,51.22,49.22,48.78,50.78,5.0,4.9,6.56,4.2,9.44,12.38,13.44,11.25,1.44,1.88,0.89,2.88,1.33,2.5,2.67,1.6,0.0,0.0,0.11,0.2
418,418,14898293,"Бундеслига, 23-й тур, регулярный сезон, 21.02.2020 21:30",21.02.2020 21:30,Бавария,3,Падерборн 07,2,+20°C,переменная облачность,1.06,17.25,38.0,5.95,1.09,10,10,(124) 5.2,6.2 (148),80%   8,5   50%,10%   1,1   10%,10%   1,4   40%,33,18,12,18,3.3,1.8,1.2,1.8,40%   4,2   20%,60%   6,7   70%,80%   8,6   60%,20%   2,4   40%,17.9,16.5,8.8,13.88,8.5,6.0,2.4,5.5,65.6,47.63,34.4,52.38,7.3,5.75,3.2,6.75,9.44,11.29,9.67,10.86,2.11,2.14,3.56,2.14,1.7,2.5,1.4,2.13,0.0,0.25,0.0,0.0
419,419,14898288,"Бундеслига, 22-й тур, регулярный сезон, 16.02.2020 19:00",16.02.2020 19:00,Майнц,0,Шальке,0,+18°C,пасмурно,2.77,3.5,2.65,2.32,1.68,10,10,(193) 8.0,8.0 (193),30%   3,4   40%,0,4   40%,70%   7,2   20%,16,14,19,12,1.6,1.4,1.9,1.2,20%   2,4   40%,60%   6,4   40%,80%   8,4   40%,20%   2,6   60%,13.0,11.5,13.3,16.0,4.9,4.8,5.1,6.1,44.4,50.2,55.6,49.8,4.4,6.0,5.9,7.2,12.5,11.38,11.13,12.25,3.0,2.50,1.63,1.63,2.0,1.7,1.3,1.6,0.0,0.1,0.2,0.1
420,420,14898290,"Бундеслига, 22-й тур, регулярный сезон, 16.02.2020 16:30",16.02.2020 16:30,Кёльн,1,Бавария,4,+24°C,солнечно,9.5,6.15,1.32,3.62,1.27,10,10,(335) 14.0,6.8 (164),50%   5,8   80%,20%   2,1   10%,30%   3,1   10%,19,32,15,12,1.9,3.2,1.5,1.2,30%   3,4   40%,60%   6,6   60%,60%   6,8   80%,40%   4,2   20%,12.56,17.7,10.78,8.3,5.0,9.0,4.56,2.4,48.75,66.1,51.25,33.9,5.67,7.6,4.56,3.2,12.29,9.33,14.29,9.33,3.14,2.22,1.29,3.33,1.89,1.5,1.78,1.4,0.0,0.0,0.22,0.0
421,421,14898287,"Бундеслига, 22-й тур, регулярный сезон, 15.02.2020 19:30",15.02.2020 19:30,Фортуна Дюссельдорф,1,Боруссия М,4,+18°C,солнечно,4.2,3.85,1.9,2.06,1.85,10,10,(170) 7.1,14.0 (335),20%   2,4   40%,30%   3,2   20%,50%   5,4   40%,12,14,19,14,1.2,1.4,1.9,1.4,0,2   20%,60%   6,7   70%,60%   6,7   70%,40%   4,3   30%,11.6,11.33,12.3,12.56,3.8,5.22,5.7,5.56,47.22,53.67,52.78,46.33,5.0,5.44,4.6,4.0,12.38,11.88,11.38,14.5,1.63,3.25,2.75,1.50,2.5,2.11,1.5,2.33,0.0,0.11,0.2,0.11
