,Unnamed: 0,id,общая информация,Дата,Команда1,счет1,Команда2,счет2,Температура,Признак погоды,поб1,X,поб2,ТМ 2.5,ТБ 2.5,Матчи 1,Матчи 2,Отдых: дни (часы) 1,Отдых: дни (часы) 2,Победы 1,Победы 2,Ничьи 1,Ничьи 2,Поражения 1,Поражения 2,Забито голов 1,Забито голов 2,Пропущено голов 1,Пропущено голов 2,Забито голов за игру 1,Забито голов за игру 2,Пропущено голов за игру 1,Пропущено голов за игру 2,Сухие матчи 1,Сухие матчи 2,обе забьют 1,обе забьют 2,Тотал больше 2.5 1,Тотал больше 2.5 2,Тотал меньше 2.5 1,Тотал меньше 2.5 2,Удары 1,Удары 2,Удары  (соперник) 1,Удары  (соперник) 2,Удары в створ 1,Удары в створ 2,Удары в створ  (соперник) 1,Удары в створ  (соперник) 2,Владение 1,Владение 2,Владение  (соперник) 1,Владение  (соперник) 2,Угловые 1,Угловые 2,Угловые  (соперник) 1,Угловые  (соперник) 2,Нарушения 1,Нарушения 2,Нарушения  (соперник) 1,Нарушения  (соперник) 2,Офсайды 1,Офсайды 2,Офсайды  (соперник) 1,Офсайды  (соперник) 2,Желтые карточки 1,Желтые карточки 2,Желтые карточки  (соперник) 1,Желтые карточки  (соперник) 2,Красные карточки 1,Красные карточки 2,Красные карточки  (соперник) 1,Красные карточки  (соперник) 2
582,582,14898123,"Бундеслига, 4-й тур, регулярный сезон, 14.09.2019 19:30",14.09.2019 19:30,РБ Лейпциг,1,Бавария,1,+23°C,солнечно,4.5,4.5,1.72,2.74,1.43,10,10,(357) 14.9,14.1 (338),60%   6,7   70%,0,1   10%,40%   4,2   20%,20,49,18,10,2.0,4.9,1.8,1.0,20%   2,3   30%,70%   7,6   60%,90%   9,8   80%,10%   1,2   20%,10.0,15.4,9.11,8.7,4.56,7.5,3.56,3.9,47.57,62.4,51.0,37.6,4.89,7.0,4.44,3.2,14.83,11.2,16.5,11.2,2.0,1.50,2.0,0.80,1.33,1.3,1.89,1.3,0.0,0.1,0.0,0.0
583,583,14898122,"Бундеслига, 4-й тур, регулярный сезон, 14.09.2019 16:30",14.09.2019 16:30,Боруссия Дортмунд,4,Байер,0,+22°C,солнечно,1.87,4.0,4.15,2.64,1.46,10,10,(189) 7.9,14.0 (335),90%   9,3   30%,0,3   30%,10%   1,4   40%,33,21,9,19,3.3,2.1,0.9,1.9,40%   4,1   10%,60%   6,9   90%,80%   8,8   80%,20%   2,2   20%,14.44,12.1,8.67,8.5,6.56,5.1,3.33,4.4,62.38,66.0,37.63,34.0,5.89,7.0,3.33,2.7,8.71,13.17,11.86,15.33,0.8,2.00,1.8,1.50,0.33,0.7,1.11,1.3,0.0,0.1,0.0,0.0
584,584,14898126,"Бундеслига, 4-й тур, регулярный сезон, 14.09.2019 16:30",14.09.2019 16:30,Майнц,2,Герта,1,+25°C,солнечно,2.39,3.64,3.0,2.22,1.74,10,10,(335) 14.0,14.0 (335),40%   4,3   30%,0,3   30%,60%   6,4   40%,17,19,22,21,1.7,1.9,2.2,2.1,30%   3,1   10%,40%   4,7   70%,70%   7,8   80%,30%   3,2   20%,10.75,9.25,11.63,9.88,3.75,4.13,4.38,4.13,46.5,49.25,53.5,50.75,3.13,4.0,5.88,5.25,14.33,13.0,13.83,17.57,1.25,1.75,0.25,2.75,1.38,1.0,2.0,0.63,0.0,0.0,0.0,0.0
585,585,14898127,"Бундеслига, 4-й тур, регулярный сезон, 14.09.2019 16:30",14.09.2019 16:30,Аугсбург,2,Айнтрахт Франкфурт,1,+20°C,солнечно,3.98,3.98,1.91,2.69,1.53,10,10,(311) 13.0,7.8 (186),30%   3,8   80%,10%   1,0,60%   6,2   20%,21,25,29,9,2.1,2.5,2.9,0.9,20%   2,4   40%,80%   8,5   50%,80%   8,7   70%,20%   2,3   30%,9.38,16.1,12.38,7.8,4.75,7.2,5.88,2.8,44.67,56.9,55.33,43.1,3.0,6.7,5.63,3.0,11.8,13.63,12.2,12.38,2.0,2.25,2.0,2.38,1.5,1.8,1.0,2.0,0.13,0.1,0.13,0.1
586,586,14898128,"Бундеслига, 4-й тур, регулярный сезон, 14.09.2019 16:30",14.09.2019 16:30,Кёльн,0,Боруссия М,1,+24°C,солнечно,2.22,3.78,3.22,2.46,1.62,10,10,(335) 14.0,8.8 (212),50%   5,5   50%,0,3   30%,50%   5,2   20%,19,17,17,12,1.9,1.7,1.7,1.2,10%   1,2   20%,70%   7,7   70%,80%   8,6   60%,20%   2,4   40%,10.43,10.89,10.71,11.56,3.43,4.56,4.29,5.0,46.0,52.33,54.0,47.67,5.71,4.78,3.86,3.56,17.4,15.8,16.2,17.6,2.5,1.75,2.0,1.75,1.43,1.33,1.0,2.33,0.0,0.0,0.0,0.11
587,587,14898130,"Бундеслига, 4-й тур, регулярный сезон, 14.09.2019 16:30",14.09.2019 16:30,Унион Берлин,1,Вердер,2,+19°C,переменная облачность,2.41,3.74,2.91,2.57,1.57,10,10,(213) 8.9,13.0 (311),40%   4,4   40%,30%   3,2   20%,30%   3,4   40%,19,18,14,14,1.9,1.8,1.4,1.4,10%   1,3   30%,60%   6,5   50%,60%   6,6   60%,40%   4,4   40%,12.5,13.67,8.33,8.0,5.0,5.83,3.0,4.0,45.4,55.33,54.6,44.67,4.5,5.5,2.83,3.67,13.5,12.0,10.0,13.5,2.5,1.00,2.0,2.00,0.5,1.6,0.5,1.8,0.17,0.2,0.0,0.2
588,588,14898125,"Бундеслига, 4-й тур, регулярный сезон, 13.09.2019 21:30",13.09.2019 21:30,Фортуна Дюссельдорф,1,Вольфсбург,1,+24°C,солнечно,3.18,3.72,2.26,2.27,1.71,10,10,(289) 12.0,8.1 (195),80%   8,5   50%,0,5   50%,20%   2,0,45,26,13,11,4.5,2.6,1.3,1.1,20%   2,2   20%,80%   8,8   80%,100%   10,5   50%,0,5   50%,8.33,13.86,10.17,8.29,4.67,6.71,5.83,2.71,40.2,50.33,59.8,49.67,2.67,5.0,6.33,3.14,14.67,13.8,11.0,21.8,1.33,3.50,1.33,2.75,1.83,1.43,1.0,1.71,0.0,0.29,0.0,0.0
589,589,14898117,"Бундеслига, 3-й тур, регулярный сезон, 01.09.2019 19:00",01.09.2019 19:00,Айнтрахт Франкфурт,2,Фортуна Дюссельдорф,1,+26°C,солнечно,1.61,4.4,5.65,2.49,1.51,10,10,(68) 2.8,4.9 (118),80%   8,9   90%,0,0,20%   2,1   10%,27,45,8,11,2.7,4.5,0.8,1.1,50%   5,3   30%,40%   4,7   70%,70%   7,9   90%,30%   3,1   10%,16.56,7.67,7.44,10.67,7.22,4.67,2.67,5.83,54.78,40.2,45.22,59.8,7.78,3.17,3.11,6.17,13.63,18.0,11.25,14.67,2.13,0.50,2.0,1.50,1.89,1.33,1.67,0.83,0.11,0.0,0.11,0.0
590,590,14898118,"Бундеслига, 3-й тур, регулярный сезон, 01.09.2019 16:30",01.09.2019 16:30,Вердер,3,Аугсбург,2,+18°C,переменная облачность,1.57,4.6,5.85,2.57,1.48,10,10,(191) 8.0,8.0 (191),40%   4,3   30%,20%   2,1   10%,40%   4,6   60%,16,22,12,30,1.6,2.2,1.2,3.0,40%   4,2   20%,40%   4,8   80%,50%   5,8   80%,50%   5,2   20%,13.4,8.63,7.2,13.38,6.2,4.5,3.6,6.38,53.8,45.17,46.2,54.83,5.8,2.88,4.0,6.25,12.67,11.4,13.33,11.2,1.5,2.40,2.5,2.00,1.75,1.13,1.5,1.0,0.25,0.0,0.0,0.13
591,591,14898121,"Бундеслига, 3-й тур, регулярный сезон, 31.08.2019 19:30",31.08.2019 19:30,Унион Берлин,3,Боруссия Дортмунд,1,+19°C,переменная облачность,7.6,5.15,1.43,2.64,1.46,10,10,(170) 7.1,7.9 (189),40%   4,10   100%,30%   3,0,30%   3,0,20,40,13,7,2.0,4.0,1.3,0.7,20%   2,4   40%,50%   5,6   60%,60%   6,8   80%,40%   4,2   20%,15.0,14.63,9.5,9.0,5.75,7.25,4.0,3.5,49.0,60.38,51.0,39.63,5.0,6.13,3.25,3.13,13.67,9.83,12.67,11.67,2.67,0.50,2.0,1.75,0.75,0.38,0.75,1.25,0.25,0.0,0.0,0.0
592,592,14898113,"Бундеслига, 3-й тур, регулярный сезон, 31.08.2019 16:30",31.08.2019 16:30,Бавария,6,Майнц,1,+20°C,переменная облачность,1.11,11.5,29.0,3.98,1.2,10,10,(164) 6.8,7.0 (167),60%   6,5   50%,10%   1,0,30%   3,5   50%,44,25,11,16,4.4,2.5,1.1,1.6,30%   3,4   40%,60%   6,3   30%,80%   8,7   70%,20%   2,3   30%,15.22,11.14,9.33,10.71,6.89,3.57,3.89,3.57,61.56,49.0,38.44,51.0,6.67,3.43,3.44,5.29,10.56,14.8,10.33,13.4,1.33,1.67,0.89,0,1.0,1.14,1.0,1.86,0.11,0.0,0.0,0.0
593,593,14898114,"Бундеслига, 3-й тур, регулярный сезон, 31.08.2019 16:30",31.08.2019 16:30,Байер,0,Хоффенхайм,0,+20°C,солнечно,1.49,5.15,6.2,2.9,1.39,10,10,(167) 7.0,7.0 (167),30%   3,4   40%,20%   2,2   20%,50%   5,4   40%,21,18,20,21,2.1,1.8,2.0,2.1,0,2   20%,90%   9,6   60%,80%   8,8   80%,20%   2,2   20%,11.6,12.5,8.5,12.13,5.2,4.0,4.5,5.13,65.1,54.13,34.9,45.88,6.3,5.5,2.9,5.13,14.0,13.0,16.0,15.75,1.33,2.50,0.67,1.50,0.5,1.38,1.2,2.38,0.1,0.13,0.0,0.13
594,594,14898116,"Бундеслига, 3-й тур, регулярный сезон, 31.08.2019 16:30",31.08.2019 16:30,Вольфсбург,1,Падерборн 07,1,+19°C,переменная облачность,1.47,4.95,6.95,2.82,1.41,10,10,(140) 5.8,7.0 (167),70%   7,5   50%,30%   3,2   20%,0,3   30%,28,47,11,21,2.8,4.7,1.1,2.1,20%   2,2   20%,80%   8,8   80%,70%   7,10   100%,30%   3,0,12.29,20.0,8.29,11.33,5.43,7.33,2.57,4.67,48.86,52.0,51.14,48.0,4.0,7.67,3.71,4.17,15.25,16.0,23.5,11.33,4.0,1.67,3.0,1.67,1.57,1.67,1.57,2.17,0.29,0.0,0.0,0.0
595,595,14898119,"Бундеслига, 3-й тур, регулярный сезон, 31.08.2019 16:30",31.08.2019 16:30,Фрайбург,1,Кёльн,2,+26°C,солнечно,2.68,3.54,2.7,2.24,1.73,10,10,(167) 7.0,7.8 (186),90%   9,5   50%,0,0,10%   1,5   50%,37,33,9,16,3.7,3.3,0.9,1.6,40%   4,2   20%,60%   6,6   60%,70%   7,8   80%,30%   3,2   20%,14.6,10.67,12.6,10.17,5.6,3.67,3.6,4.83,52.0,45.75,48.0,54.25,5.8,5.67,4.6,3.67,9.75,18.0,17.0,18.75,0.5,3.33,2.75,2.33,1.2,1.33,2.4,1.17,0.0,0.0,0.0,0.0
596,596,14898120,"Бундеслига, 3-й тур, регулярный сезон, 31.08.2019 16:30",31.08.2019 16:30,Шальке,3,Герта,0,+24°C,солнечно,2.14,3.54,3.62,2.06,1.85,10,10,(164) 6.8,5.8 (140),40%   4,4   40%,30%   3,3   30%,30%   3,3   30%,36,20,13,18,3.6,2.0,1.3,1.8,30%   3,2   20%,60%   6,7   70%,70%   7,7   70%,30%   3,3   30%,11.44,9.29,8.89,9.86,5.0,4.29,3.78,4.43,50.38,49.86,49.63,50.14,5.67,4.14,5.22,5.29,16.4,13.5,15.0,18.0,2.0,1.00,1.0,3.33,0.78,1.0,1.22,0.57,0.0,0.0,0.0,0.0
597,597,14898115,"Бундеслига, 3-й тур, регулярный сезон, 30.08.2019 21:30",30.08.2019 21:30,Боруссия М,1,РБ Лейпциг,3,+21°C,солнечно,3.1,3.9,2.24,2.57,1.57,10,10,(148) 6.2,5.2 (124),70%   7,5   50%,20%   2,1   10%,10%   1,4   40%,24,17,8,17,2.4,1.7,0.8,1.7,40%   4,3   30%,50%   5,6   60%,60%   6,8   80%,40%   4,2   20%,11.14,9.44,11.57,9.67,4.86,4.11,4.86,4.33,51.71,45.71,48.29,54.29,4.57,4.44,3.43,4.0,15.25,13.5,17.25,14.33,1.33,1.83,1.33,3.17,1.14,1.11,2.43,1.78,0.0,0.0,0.14,0.0
598,598,14898107,"Бундеслига, 2-й тур, регулярный сезон, 25.08.2019 19:00",25.08.2019 19:00,Герта,0,Вольфсбург,3,+19°C,переменная облачность,2.56,3.48,2.88,2.17,1.77,10,10,(212) 8.8,8.0 (193),50%   5,7   70%,30%   3,3   30%,20%   2,0,24,28,16,14,2.4,2.8,1.6,1.4,20%   2,1   10%,80%   8,9   90%,70%   7,7   70%,30%   3,3   30%,8.43,13.0,8.57,10.0,4.0,6.0,3.86,3.0,49.43,49.17,50.57,50.83,3.86,4.14,4.57,5.0,13.0,16.33,19.2,26.0,1.0,3.50,2.5,4.00,0.86,1.57,0.57,1.43,0.0,0.29,0.0,0.0
599,599,14898104,"Бундеслига, 2-й тур, регулярный сезон, 25.08.2019 16:30",25.08.2019 16:30,РБ Лейпциг,2,Айнтрахт Франкфурт,1,+23°C,солнечно,1.44,5.05,7.4,2.97,1.45,10,10,(164) 6.8,2.8 (66),40%   4,8   80%,20%   2,0,40%   4,2   20%,18,27,19,12,1.8,2.7,1.9,1.2,30%   3,4   40%,60%   6,5   50%,80%   8,7   70%,20%   2,3   30%,10.11,16.75,10.11,7.5,4.22,7.63,4.44,2.38,46.0,56.75,54.0,43.25,4.44,8.88,4.56,3.13,13.83,13.33,14.33,10.67,1.83,1.83,4.0,2.50,1.0,1.25,1.56,1.5,0.0,0.0,0.0,0.0
600,600,14898109,"Бундеслига, 2-й тур, регулярный сезон, 24.08.2019 19:30",24.08.2019 19:30,Шальке,0,Бавария,3,+24°C,солнечно,10.0,5.75,1.33,2.75,1.51,10,10,(167) 7.0,7.8 (188),50%   5,5   50%,30%   3,2   20%,20%   2,3   30%,39,42,11,12,3.9,4.2,1.1,1.2,30%   3,2   20%,70%   7,7   70%,70%   7,7   70%,30%   3,3   30%,12.89,15.67,9.22,9.56,6.11,6.56,3.89,4.22,52.63,61.56,47.38,38.44,6.22,7.22,5.0,3.89,17.75,10.89,16.25,9.67,2.0,1.38,1.0,0.75,0.78,1.0,1.22,1.0,0.0,0.11,0.0,0.0
601,601,14898105,"Бундеслига, 2-й тур, регулярный сезон, 24.08.2019 16:30",24.08.2019 16:30,Хоффенхайм,3,Вердер,2,+23°C,солнечно,2.16,3.7,3.42,2.52,1.59,10,10,(143) 6.0,7.0 (167),30%   3,5   50%,20%   2,2   20%,50%   5,3   30%,15,21,20,10,1.5,2.1,2.0,1.0,20%   2,4   40%,50%   5,4   40%,70%   7,5   50%,30%   3,5   50%,13.5,14.67,12.25,11.33,4.13,7.33,4.75,5.5,55.88,52.67,47.13,47.33,5.25,5.17,4.5,3.5,13.5,11.0,15.5,14.0,2.0,1.50,2.0,1.50,1.5,1.6,2.25,1.4,0.13,0.0,0.0,0.0
602,602,14898106,"Бундеслига, 2-й тур, регулярный сезон, 24.08.2019 16:30",24.08.2019 16:30,Фортуна Дюссельдорф,1,Байер,3,+24°C,солнечно,5.2,4.33,1.66,2.57,1.48,10,10,(92) 3.8,7.0 (167),90%   9,3   30%,10%   1,2   20%,0,5   50%,43,22,10,19,4.3,2.2,1.0,1.9,20%   2,1   10%,80%   8,8   80%,80%   8,8   80%,20%   2,2   20%,8.5,12.4,10.17,7.8,4.17,5.3,5.17,4.2,41.6,65.5,58.4,34.5,4.5,6.3,6.17,3.1,19.5,14.75,16.5,16.25,0.0,1.50,2.0,0.50,0.83,0.3,0.83,1.1,0.0,0.1,0.0,0.0
603,603,14898108,"Бундеслига, 2-й тур, регулярный сезон, 24.08.2019 16:30",24.08.2019 16:30,Майнц,1,Боруссия М,3,+25°C,солнечно,2.7,3.55,2.67,2.14,1.79,10,10,(167) 7.0,6.8 (164),60%   6,7   70%,0,2   20%,40%   4,1   10%,28,25,15,7,2.8,2.5,1.5,0.7,40%   4,5   50%,30%   3,4   40%,70%   7,6   60%,30%   3,4   40%,11.43,9.43,10.71,9.29,4.43,4.14,3.57,4.29,50.8,51.83,49.2,48.17,4.14,4.57,5.29,3.29,15.0,15.33,12.4,18.67,1.67,2.00,0.0,1.50,1.14,0.86,2.0,2.14,0.0,0.0,0.14,0.14
604,604,14898110,"Бундеслига, 2-й тур, регулярный сезон, 24.08.2019 16:30",24.08.2019 16:30,Аугсбург,1,Унион Берлин,1,+20°C,солнечно,2.38,3.54,3.1,2.03,1.88,10,10,(167) 7.0,5.8 (140),30%   3,4   40%,10%   1,2   20%,60%   6,4   40%,21,19,29,14,2.1,1.9,2.9,1.4,30%   3,2   20%,70%   7,4   40%,80%   8,6   60%,20%   2,4   40%,8.0,15.67,13.63,8.67,4.5,6.33,6.13,4.0,43.83,49.0,56.17,51.0,3.0,5.33,6.63,3.33,9.4,11.0,8.2,10.5,1.8,3.00,1.8,1.50,0.75,0.67,1.0,0.0,0.0,0.0,0.0,0.0
605,605,14898112,"Бундеслига, 2-й тур, регулярный сезон, 24.08.2019 16:30",24.08.2019 16:30,Падерборн 07,1,Фрайбург,3,+21°C,солнечно,2.38,3.84,2.89,2.69,1.53,10,10,(167) 7.0,7.0 (167),50%   5,8   80%,20%   2,0,30%   3,2   20%,47,34,21,11,4.7,3.4,2.1,1.1,20%   2,4   40%,80%   8,5   50%,100%   10,7   70%,0,3   30%,21.33,13.6,11.83,13.2,7.83,4.8,4.67,4.4,50.4,51.5,49.6,48.5,8.0,5.4,4.67,3.8,14.0,11.25,13.0,15.5,0.33,0.50,3.0,1.75,1.17,1.4,2.0,1.8,0.0,0.0,0.0,0.0
606,606,14898111,"Бундеслига, 2-й тур, регулярный сезон, 23.08.2019 21:30",23.08.2019 21:30,Кёльн,1,Боруссия Дортмунд,3,+24°C,солнечно,5.75,4.65,1.57,2.7,1.44,10,10,(148) 6.2,6.2 (148),60%   6,10   100%,0,0,40%   4,0,39,39,14,6,3.9,3.9,1.4,0.6,20%   2,5   50%,60%   6,5   50%,80%   8,7   70%,20%   2,3   30%,10.6,14.38,9.2,8.5,4.0,6.88,4.6,3.38,51.0,60.13,49.0,39.88,5.4,5.38,2.8,2.5,20.0,9.17,21.67,11.17,4.0,0.25,3.0,1.75,1.2,0.38,1.2,1.13,0.0,0.0,0.0,0.0
607,607,14898103,"Бундеслига, 1-й тур, регулярный сезон, 18.08.2019 19:00",18.08.2019 19:00,Унион Берлин,0,РБ Лейпциг,4,+19°C,переменная облачность,4.6,4.05,1.78,2.3,1.69,10,10,(143) 6.0,7.0 (169),50%   5,4   40%,20%   2,2   20%,30%   3,4   40%,22,16,10,20,2.2,1.6,1.0,2.0,30%   3,2   20%,40%   4,7   70%,60%   6,8   80%,40%   4,2   20%,18.67,9.89,5.33,10.44,8.0,3.78,1.67,5.11,53.0,44.29,47.0,55.71,6.67,4.33,3.0,4.67,15.5,15.17,15.0,14.83,3.0,1.67,2.0,4.00,0.33,1.33,0.0,2.0,0.0,0.0,0.0,0.0
608,608,14898100,"Бундеслига, 1-й тур, регулярный сезон, 18.08.2019 16:30",18.08.2019 16:30,Айнтрахт Франкфурт,1,Хоффенхайм,0,+26°C,солнечно,2.11,3.85,3.42,2.49,1.51,10,10,(66) 2.8,7.8 (187),80%   8,3   30%,0,3   30%,20%   2,4   40%,43,17,14,21,4.3,1.7,1.4,2.1,40%   4,2   20%,60%   6,6   60%,90%   9,8   80%,10%   1,2   20%,18.43,15.38,8.14,10.88,7.71,5.13,3.57,4.63,58.67,56.13,41.33,43.88,9.29,5.5,3.43,3.88,13.25,15.5,10.75,12.5,1.75,2.25,1.75,1.25,0.71,1.88,1.14,2.25,0.0,0.13,0.0,0.0
609,609,14898098,"Бундеслига, 1-й тур, регулярный сезон, 17.08.2019 19:30",17.08.2019 19:30,Боруссия М,0,Шальке,0,+21°C,солнечно,2.25,3.45,3.44,1.99,1.91,10,10,(188) 7.8,7.1 (170),70%   7,5   50%,10%   1,3   30%,20%   2,2   20%,25,39,9,11,2.5,3.9,0.9,1.1,40%   4,3   30%,40%   4,7   70%,60%   6,7   70%,40%   4,3   30%,8.29,13.22,9.86,9.11,3.71,6.22,4.29,4.22,47.33,53.25,52.67,46.75,3.71,6.67,3.14,4.67,15.0,17.5,17.0,16.0,2.5,1.00,0.5,1.50,0.57,0.56,2.0,1.0,0.0,0.0,0.14,0.0
610,610,14898096,"Бундеслига, 1-й тур, регулярный сезон, 17.08.2019 16:30",17.08.2019 16:30,Боруссия Дортмунд,5,Аугсбург,1,+22°C,солнечно,1.16,8.8,21.0,3.26,1.32,10,10,(167) 7.0,7.0 (167),100%   10,3   30%,0,1   10%,0,6   60%,37,21,7,28,3.7,2.1,0.7,2.8,50%   5,3   30%,50%   5,7   70%,70%   7,8   80%,30%   3,2   20%,13.5,8.38,9.0,12.13,6.38,4.63,3.5,5.63,57.88,44.83,42.13,55.17,4.38,3.38,3.0,5.75,9.83,10.0,12.0,8.2,0.25,2.20,2.25,2.40,0.5,0.88,1.13,1.0,0.0,0.0,0.13,0.0
611,611,14898097,"Бундеслига, 1-й тур, регулярный сезон, 17.08.2019 16:30",17.08.2019 16:30,Байер,3,Падерборн 07,2,+20°C,солнечно,1.26,6.9,11.5,3.4,1.3,10,10,(167) 7.0,5.9 (142),30%   3,6   60%,20%   2,2   20%,50%   5,2   20%,24,49,18,19,2.4,4.9,1.8,1.9,10%   1,2   20%,80%   8,8   80%,80%   8,10   100%,20%   2,0,12.2,23.0,7.5,12.17,5.6,8.5,4.0,4.5,64.7,52.6,35.3,47.4,6.0,7.83,2.9,5.17,16.5,14.33,15.5,17.0,0.5,0.67,1.0,2.33,0.2,1.33,1.2,2.33,0.1,0.0,0.0,0.0
612,612,14898099,"Бундеслига, 1-й тур, регулярный сезон, 17.08.2019 16:30",17.08.2019 16:30,Вольфсбург,2,Кёльн,1,+19°C,переменная облачность,2.12,3.58,3.64,2.24,1.73,10,10,(115) 4.8,5.8 (139),70%   7,6   60%,30%   3,1   10%,0,3   30%,34,39,14,13,3.4,3.9,1.4,1.3,10%   1,2   20%,90%   9,6   60%,70%   7,7   70%,30%   3,3   30%,13.71,12.0,10.43,9.0,6.57,4.4,3.14,4.2,50.67,55.67,49.33,44.33,4.71,4.6,4.86,3.2,14.0,16.33,24.0,20.33,3.0,4.50,4.5,1.00,1.43,1.0,1.29,1.4,0.29,0.0,0.0,0.0
613,613,14898101,"Бундеслига, 1-й тур, регулярный сезон, 17.08.2019 16:30",17.08.2019 16:30,Вердер,1,Фортуна Дюссельдорф,3,+18°C,переменная облачность,1.71,4.1,5.1,2.34,1.67,10,10,(161) 6.7,3.8 (92),60%   6,9   90%,20%   2,1   10%,20%   2,0,22,45,8,7,2.2,4.5,0.8,0.7,40%   4,4   40%,40%   4,6   60%,50%   5,8   80%,50%   5,2   20%,13.0,9.6,10.2,8.8,6.4,4.0,5.0,4.6,52.6,45.5,47.4,54.5,3.2,5.4,4.8,5.0,15.5,26.0,13.0,25.0,1.0,?,4.0,?,1.5,0.6,1.0,1.0,0.0,0.0,0.0,0.0
614,614,14898102,"Бундеслига, 1-й тур, регулярный сезон, 17.08.2019 16:30",17.08.2019 16:30,Фрайбург,3,Майнц,0,+26°C,солнечно,2.69,3.32,2.83,1.93,1.97,10,10,(166) 6.9,7.0 (167),70%   7,7   70%,10%   1,0,20%   2,3   30%,32,30,12,12,3.2,3.0,1.2,1.2,30%   3,5   50%,60%   6,3   30%,60%   6,6   60%,40%   4,4   40%,11.6,11.14,12.6,9.71,4.0,4.43,4.0,3.0,49.25,49.0,50.75,51.0,5.4,4.29,3.6,5.86,13.0,16.2,14.75,13.2,0.75,2.67,1.5,0.33,1.4,0.86,1.8,2.0,0.2,0.0,0.0,0.14
615,615,14898095,"Бундеслига, 1-й тур, регулярный сезон, 16.08.2019 21:35",16.08.2019 21:35,Бавария,2,Герта,2,+20°C,переменная облачность,1.18,8.4,17.25,3.32,1.31,10,10,(94) 3.9,5.2 (124),60%   6,6   60%,10%   1,2   20%,30%   3,2   20%,43,26,10,14,4.3,2.6,1.0,1.4,30%   3,3   30%,60%   6,7   70%,70%   7,7   70%,30%   3,3   30%,16.0,8.83,10.22,7.5,6.89,4.17,4.33,3.33,59.89,52.67,40.11,47.33,6.33,4.5,4.44,3.33,11.33,11.75,9.22,22.5,1.5,2.00,0.75,3.00,0.78,0.5,0.78,0.17,0.11,0.0,0.0,0.0
