,id,общая информация,Дата,Команда1,счет1,Команда2,счет2,Температура,Признак погоды,поб1,X,поб2,ТМ 2.5,ТБ 2.5,Матчи 1,Матчи 2,Отдых: дни (часы) 1,Отдых: дни (часы) 2,Победы 1,Победы 2,Ничьи 1,Ничьи 2,Поражения 1,Поражения 2,Забито голов 1,Забито голов 2,Пропущено голов 1,Пропущено голов 2,Забито голов за игру 1,Забито голов за игру 2,Пропущено голов за игру 1,Пропущено голов за игру 2,Сухие матчи 1,Сухие матчи 2,обе забьют 1,обе забьют 2,Тотал больше 2.5 1,Тотал больше 2.5 2,Тотал меньше 2.5 1,Тотал меньше 2.5 2,Удары 1,Удары 2,Удары  (соперник) 1,Удары  (соперник) 2,Удары в створ 1,Удары в створ 2,Удары в створ  (соперник) 1,Удары в створ  (соперник) 2,Владение 1,Владение 2,Владение  (соперник) 1,Владение  (соперник) 2,Угловые 1,Угловые 2,Угловые  (соперник) 1,Угловые  (соперник) 2,Нарушения 1,Нарушения 2,Нарушения  (соперник) 1,Нарушения  (соперник) 2,Офсайды 1,Офсайды 2,Офсайды  (соперник) 1,Офсайды  (соперник) 2,Желтые карточки 1,Желтые карточки 2,Желтые карточки  (соперник) 1,Желтые карточки  (соперник) 2,Красные карточки 1,Красные карточки 2,Красные карточки  (соперник) 1,Красные карточки  (соперник) 2
20,1737482,"Лига 1, 36-й тур, регулярный сезон, 21.05.2023 21:45",21.05.2023 21:45,Осер,1,ПСЖ,2,+13°C,небольшой ливневый дождь,9.0,5.65,1.31,2.5,1.48,10,10,(172) 7.2,7.9 (190),30%   3,6   60%,40%   4,0,30%   3,4   40%,10,18,9,12,1.00,1.80,0.90,1.20,30%   3,2   20%,50%   5,5   50%,30%   3,6   60%,70%   7,4   40%,10.00,15.90,14.10,11.70,3.10,6.40,4.80,4.30,38.90,60.50,61.10,39.50,3.10,5.40,5.50,5.10,11.70,8.80,11.10,9.30,0.90,1.40,2.40,1.50,1.00,1.10,0.90,1.20,0,0.20,0,0.20
21,1737483,"Лига 1, 36-й тур, регулярный сезон, 21.05.2023 18:05",21.05.2023 18:05,Лорьян,1,Ланс,3,+12°C,в отдельных районах умеренный или сильный дождь с грозой,4.95,3.95,1.68,2.02,1.85,10,10,(169) 7.0,8.8 (211),30%   3,8   80%,40%   4,1   10%,30%   3,1   10%,11,20,11,7,1.10,2.00,1.10,0.70,30%   3,5   50%,60%   6,5   50%,40%   4,7   70%,60%   6,3   30%,9.40,12.30,14.20,11.20,3.40,5.30,3.80,3.80,48.20,47.40,51.80,52.60,2.90,4.70,6.20,5.20,11.20,10.90,16.10,14.00,1.50,1.60,0.80,1.50,1.80,1.60,1.80,2.00,0.30,0.20,0.10,0.10
22,1737486,"Лига 1, 36-й тур, регулярный сезон, 21.05.2023 16:00",21.05.2023 16:00,Ницца,0,Тулуза,0,+15°C,переменная облачность,2.0,3.86,3.42,2.43,1.6,10,10,(189) 7.9,6.9 (165),20%   2,5   50%,30%   3,2   20%,50%   5,3   30%,9,16,14,9,0.90,1.60,1.40,0.90,10%   1,4   40%,60%   6,5   50%,40%   4,6   60%,60%   6,4   40%,15.40,12.44,11.40,10.33,5.00,4.89,4.10,3.78,53.20,53.33,46.80,46.67,6.60,5.67,3.90,3.67,12.40,11.78,9.20,12.33,1.80,2.11,1.30,1.00,1.70,1.67,1.10,2.22,0,0.11,0.10,0
23,1737488,"Лига 1, 36-й тур, регулярный сезон, 21.05.2023 16:00",21.05.2023 16:00,Брест,2,Клермон,1,+12°C,солнечно,2.03,3.5,3.68,1.79,2.1,10,10,(167) 7.0,7.0 (169),50%   5,7   70%,30%   3,1   10%,20%   2,2   20%,13,14,8,11,1.30,1.40,0.80,1.10,50%   5,3   30%,50%   5,6   60%,40%   4,6   60%,60%   6,4   40%,11.50,10.80,12.40,11.80,3.80,4.70,4.50,3.90,47.00,48.50,53.00,51.50,4.00,4.20,4.40,4.50,13.40,11.50,12.00,16.30,1.60,1.10,1.40,1.80,1.10,1.30,1.80,2.70,0,0.30,0.30,0.20
24,1737489,"Лига 1, 36-й тур, регулярный сезон, 21.05.2023 16:00",21.05.2023 16:00,Реймс,2,Анже,2,+12°C,умеренный дождь,1.33,5.6,8.3,2.77,1.4,10,10,(209) 8.7,6.7 (161),40%   4,1   10%,10%   1,1   10%,50%   5,8   80%,9,8,11,24,0.90,0.80,1.10,2.40,40%   4,1   10%,30%   3,6   60%,40%   4,7   70%,60%   6,3   30%,14.70,8.70,11.20,12.50,4.80,3.20,4.40,5.20,56.90,42.10,43.10,57.90,5.50,4.30,3.70,5.70,14.10,12.10,11.20,12.50,2.50,0.80,1.30,1.70,2.00,1.70,1.50,1.10,0,0.10,0.20,0.20
25,1737490,"Лига 1, 36-й тур, регулярный сезон, 21.05.2023 16:00",21.05.2023 16:00,Труа,1,Страсбур,1,+13°C,переменная облачность,7.6,4.9,1.4,2.33,1.65,10,10,(167) 7.0,7.9 (189),0,5   50%,30%   3,1   10%,70%   7,4   40%,8,18,22,12,0.80,1.80,2.20,1.20,0,4   40%,50%   5,5   50%,60%   6,5   50%,40%   4,5   50%,9.30,13.20,20.10,9.50,3.30,4.90,7.00,4.10,42.20,47.50,57.80,52.50,3.70,4.30,6.50,3.90,10.20,14.70,8.90,15.30,1.20,0.60,1.50,1.30,1.10,2.10,0.70,2.10,0,0.10,0,0.30
26,1737481,"Лига 1, 36-й тур, регулярный сезон, 21.05.2023 14:00",21.05.2023 14:00,Аяччо,0,Ренн,5,+16°C,переменная облачность,8.2,4.55,1.41,1.9,1.96,10,10,(183) 7.6,6.9 (165),0,4   40%,20%   2,1   10%,80%   8,5   50%,2,15,20,10,0.20,1.50,2.00,1.00,20%   2,4   40%,20%   2,3   30%,50%   5,5   50%,50%   5,5   50%,5.80,14.30,12.00,9.80,1.40,4.20,4.80,2.80,40.70,56.60,59.30,43.40,2.20,4.70,5.20,4.70,14.80,11.70,13.90,11.60,1.80,1.30,1.30,2.60,2.60,1.30,1.70,1.60,0.40,0,0.10,0.10
27,1737485,"Лига 1, 36-й тур, регулярный сезон, 20.05.2023 22:00",20.05.2023 22:00,Лилль,2,Марсель,1,+13°C,небольшой дождь,2.71,3.62,2.47,2.11,1.78,10,10,(146) 6.1,6.0 (143),40%   4,6   60%,40%   4,3   30%,20%   2,1   10%,15,17,9,10,1.50,1.70,0.90,1.00,30%   3,2   20%,50%   5,8   80%,40%   4,7   70%,60%   6,3   30%,13.40,15.20,7.70,10.90,5.60,4.30,2.60,3.60,63.50,55.90,36.50,44.10,5.80,5.30,4.10,3.80,12.80,13.10,15.60,10.20,1.40,2.10,2.70,0.80,2.30,1.30,2.00,2.00,0,0.10,0.10,0
28,1737484,"Лига 1, 36-й тур, регулярный сезон, 20.05.2023 18:00",20.05.2023 18:00,Нант,0,Монпелье,3,+15°C,в отдельных районах умеренный или сильный дождь с грозой,2.11,3.55,3.38,1.94,1.92,10,10,(143) 6.0,6.0 (145),10%   1,5   50%,40%   4,2   20%,50%   5,3   30%,8,21,19,12,0.80,2.10,1.90,1.20,20%   2,4   40%,50%   5,6   60%,50%   5,6   60%,50%   5,4   40%,12.00,13.50,12.00,12.80,4.90,5.40,6.00,4.90,46.80,43.00,53.20,57.00,5.80,6.20,4.90,3.70,13.30,14.40,12.40,14.60,1.80,1.20,1.50,1.00,1.70,2.00,1.20,1.90,0,0.20,0,0.10
29,1737487,"Лига 1, 36-й тур, регулярный сезон, 19.05.2023 22:00",19.05.2023 22:00,Лион,3,Монако,1,+18°C,солнечно,2.39,4.1,2.92,2.64,1.46,10,10,(127) 5.3,5.1 (122),50%   5,4   40%,20%   2,3   30%,30%   3,3   30%,19,14,16,16,1.90,1.40,1.60,1.60,10%   1,2   20%,80%   8,5   50%,70%   7,6   60%,30%   3,4   40%,11.10,10.89,11.60,12.89,3.90,5.11,5.30,5.00,57.20,47.22,42.80,52.78,3.90,4.00,4.50,4.11,14.50,14.11,14.40,13.33,1.70,2.33,2.10,0.67,2.40,1.33,2.20,1.67,0.10,0.11,0,0.11
