,id,общая информация,Дата,Команда1,счет1,Команда2,счет2,xG1,xG2,Удары1,Удары2,Удары в створ1,Удары в створ2,Сейвы1,Сейвы2,Владение %1,Владение %2,Угловые1,Угловые2,Нарушения1,Нарушения2,Офсайды1,Офсайды2,Желтые карточки1,Желтые карточки2,Красные карточки1,Красные карточки2,Атаки1,Атаки2,Опасные атаки1,Опасные атаки2,Передачи1,Передачи2,Точность передач %1,Точность передач %2,Штрафные удары1,Штрафные удары2,Вбрасывания1,Вбрасывания2,Навесы1,Навесы2,Температура,Признак погоды,дата ПМ1,Пголы1,Пза матч1,Ппобед1,Пничьи1,Ппорож1,дата ПМ2,Пголы2,Пза матч2,Ппобед2,Пничьи2,Ппорож2,поб1,X,поб2,ТМ 2.5,ТБ 2.5
247,1737083,"Бундеслига, 29-й тур, регулярный сезон, 22.04.2023 16:30",22.04.2023 16:30,Бохум,1,Вольфсбург,5,3.52,3.75,23.0,15.0,6.0,7.0,2.0,5.0,50.0,50.0,10.0,3.0,11.0,8.0,4.0,0.0,3.0,3.0,0.0,0.0,92.0,74.0,66.0,38.0,343.0,293.0,77.0,76.0,5.0,12.0,29.0,17.0,32.0,9.0,+21°C,солнечно,"16.04, 18:30",7.0,1.4,2.0,2.0,1.0,"16.04, 20:30",4.0,0.8,1.0,3.0,1.0,3.16,3.65,2.17,2.12,1.77
248,1737084,"Бундеслига, 29-й тур, регулярный сезон, 21.04.2023 21:30",21.04.2023 21:30,Аугсбург,1,Штутгарт,1,0.6,1.5,4.0,6.0,1.0,3.0,2.0,0.0,43.0,57.0,1.0,3.0,17.0,12.0,0.0,1.0,5.0,3.0,0.0,0.0,88.0,92.0,57.0,38.0,316.0,511.0,73.0,84.0,13.0,15.0,23.0,30.0,15.0,13.0,+22°C,переменная облачность,"15.04, 16:30",10.0,2.0,1.0,2.0,2.0,"15.04, 16:30",9.0,1.8,3.0,1.0,1.0,3.18,3.65,2.16,2.11,1.78
249,1737085,"Бундеслига, 29-й тур, регулярный сезон, 22.04.2023 16:30",22.04.2023 16:30,Герта,2,Вердер,4,1.82,2.78,13.0,11.0,5.0,4.0,1.0,4.0,54.0,46.0,8.0,4.0,11.0,12.0,0.0,1.0,2.0,2.0,0.0,0.0,110.0,84.0,43.0,30.0,420.0,361.0,79.0,75.0,12.0,10.0,29.0,29.0,16.0,14.0,+23°C,солнечно,"14.04, 21:30",9.0,1.8,1.0,1.0,3.0,"16.04, 16:30",8.0,1.6,0.0,2.0,3.0,2.28,3.45,3.1,1.88,1.99
250,1737095,"Бундеслига, 31-й тур, регулярный сезон, 07.05.2023 18:30",07.05.2023 18:30,Боруссия Дортмунд,6,Вольфсбург,0,5.0,1.66,20.0,10.0,10.0,3.0,3.0,4.0,57.0,43.0,10.0,6.0,11.0,14.0,2.0,2.0,0.0,1.0,0.0,0.0,79.0,82.0,57.0,33.0,498.0,373.0,88.0,86.0,15.0,12.0,12.0,9.0,17.0,15.0,+21°C,солнечно,"28.04, 21:30",10.0,2.0,2.0,2.0,1.0,"30.04, 18:30",10.0,2.0,2.0,2.0,1.0,1.49,5.0,5.2,3.4,1.3
251,1737096,"Бундеслига, 31-й тур, регулярный сезон, 05.05.2023 21:30",05.05.2023 21:30,Байер,1,Кёльн,2,0.89,0.9,14.0,7.0,4.0,5.0,3.0,3.0,58.0,42.0,9.0,2.0,8.0,13.0,3.0,0.0,1.0,6.0,0.0,0.0,120.0,120.0,65.0,29.0,664.0,345.0,82.0,77.0,13.0,11.0,30.0,22.0,28.0,12.0,+27°C,солнечно,"29.04, 16:30",7.0,1.4,2.0,3.0,0.0,"29.04, 16:30",7.0,1.4,2.0,2.0,1.0,1.6,4.1,5.2,2.13,1.7
252,1737097,"Бундеслига, 31-й тур, регулярный сезон, 06.05.2023 16:30",06.05.2023 16:30,Фрайбург,0,РБ Лейпциг,1,0.36,2.27,5.0,13.0,2.0,6.0,5.0,2.0,43.0,57.0,3.0,3.0,9.0,11.0,4.0,2.0,2.0,4.0,0.0,0.0,103.0,115.0,48.0,43.0,352.0,532.0,71.0,81.0,14.0,13.0,23.0,23.0,14.0,8.0,+27°C,солнечно,"02.05, 21:45",8.0,1.6,3.0,0.0,2.0,"02.05, 21:45",10.0,2.0,4.0,0.0,1.0,3.9,3.8,1.85,2.12,1.7
253,1737098,"Бундеслига, 31-й тур, регулярный сезон, 05.05.2023 21:30",05.05.2023 21:30,Майнц,2,Шальке,3,1.94,3.03,9.0,15.0,4.0,10.0,7.0,2.0,55.0,45.0,7.0,6.0,12.0,10.0,3.0,1.0,4.0,1.0,0.0,0.0,99.0,105.0,56.0,46.0,374.0,293.0,72.0,68.0,11.0,16.0,34.0,19.0,24.0,19.0,+23°C,переменная облачность,"30.04, 18:30",9.0,1.8,2.0,2.0,1.0,"29.04, 19:30",7.0,1.4,2.0,0.0,3.0,1.67,4.0,4.6,2.22,1.64
254,1737099,"Бундеслига, 31-й тур, регулярный сезон, 06.05.2023 16:30",06.05.2023 16:30,Хоффенхайм,3,Айнтрахт Франкфурт,1,2.46,1.66,8.0,19.0,5.0,6.0,5.0,2.0,41.0,59.0,1.0,11.0,17.0,14.0,2.0,0.0,2.0,4.0,1.0,0.0,69.0,125.0,32.0,84.0,233.0,543.0,78.0,86.0,12.0,16.0,14.0,14.0,9.0,32.0,+22°C,солнечно,"29.04, 16:30",6.0,1.2,2.0,1.0,2.0,"03.05, 21:45",6.0,1.2,1.0,2.0,2.0,2.47,3.75,2.6,2.48,1.52
255,1737100,"Бундеслига, 31-й тур, регулярный сезон, 06.05.2023 16:30",06.05.2023 16:30,Боруссия М,2,Бохум,0,2.27,1.11,25.0,14.0,9.0,3.0,3.0,7.0,52.0,48.0,11.0,3.0,7.0,13.0,3.0,2.0,2.0,1.0,0.0,0.0,112.0,97.0,45.0,39.0,397.0,319.0,77.0,71.0,16.0,10.0,19.0,26.0,16.0,10.0,+23°C,солнечно,"29.04, 16:30",4.0,0.8,1.0,2.0,2.0,"28.04, 21:30",6.0,1.2,0.0,3.0,2.0,2.08,3.7,3.25,2.41,1.55
256,1737101,"Бундеслига, 31-й тур, регулярный сезон, 06.05.2023 16:30",06.05.2023 16:30,Аугсбург,1,Унион Берлин,0,0.67,0.47,11.0,12.0,3.0,4.0,4.0,2.0,43.0,57.0,3.0,7.0,10.0,14.0,0.0,2.0,2.0,2.0,0.0,0.0,82.0,100.0,28.0,51.0,265.0,466.0,80.0,88.0,16.0,11.0,11.0,17.0,20.0,34.0,+22°C,переменная облачность,"29.04, 16:30",7.0,1.4,0.0,3.0,2.0,"29.04, 16:30",3.0,0.6,1.0,2.0,2.0,3.1,3.2,2.34,1.64,2.22
257,1737102,"Бундеслига, 31-й тур, регулярный сезон, 06.05.2023 16:30",06.05.2023 16:30,Герта,2,Штутгарт,1,1.06,1.71,7.0,16.0,3.0,4.0,3.0,1.0,37.0,63.0,3.0,5.0,9.0,19.0,1.0,2.0,4.0,1.0,0.0,0.0,88.0,154.0,21.0,56.0,238.0,601.0,68.0,86.0,23.0,11.0,21.0,21.0,11.0,21.0,+23°C,солнечно,"30.04, 16:30",5.0,1.0,0.0,1.0,4.0,"03.05, 21:45",11.0,2.2,2.0,2.0,1.0,2.9,3.45,2.36,1.92,1.85
258,1737103,"Бундеслига, 31-й тур, регулярный сезон, 06.05.2023 19:30",06.05.2023 19:30,Вердер,1,Бавария,2,0.66,1.82,12.0,12.0,2.0,4.0,2.0,1.0,36.0,64.0,1.0,11.0,14.0,11.0,1.0,0.0,2.0,1.0,0.0,0.0,78.0,153.0,40.0,75.0,320.0,658.0,78.0,89.0,12.0,15.0,14.0,25.0,15.0,26.0,+20°C,солнечно,"29.04, 19:30",9.0,1.8,1.0,1.0,3.0,"30.04, 16:30",5.0,1.0,1.0,2.0,2.0,9.0,6.6,1.26,3.65,1.27
259,1737104,"Бундеслига, 32-й тур, регулярный сезон, 13.05.2023 16:30",13.05.2023 16:30,Бавария,6,Шальке,0,4.67,0.34,23.0,8.0,14.0,0.0,0.0,8.0,62.0,38.0,4.0,3.0,10.0,10.0,2.0,0.0,0.0,3.0,0.0,0.0,114.0,84.0,35.0,42.0,542.0,309.0,90.0,82.0,10.0,12.0,21.0,22.0,6.0,22.0,+22°C,солнечно,"06.05, 19:30",7.0,1.4,2.0,2.0,1.0,"05.05, 21:30",10.0,2.0,3.0,0.0,2.0,1.14,9.0,15.0,4.6,1.19
260,1737105,"Бундеслига, 32-й тур, регулярный сезон, 13.05.2023 19:30",13.05.2023 19:30,Боруссия Дортмунд,5,Боруссия М,2,5.54,1.9,33.0,13.0,13.0,8.0,6.0,8.0,54.0,46.0,10.0,4.0,10.0,12.0,0.0,3.0,0.0,2.0,0.0,0.0,92.0,66.0,86.0,33.0,569.0,469.0,90.0,89.0,12.0,8.0,17.0,19.0,27.0,14.0,+21°C,солнечно,"07.05, 18:30",16.0,3.2,3.0,2.0,0.0,"06.05, 16:30",6.0,1.2,2.0,1.0,2.0,1.21,7.4,9.8,4.5,1.2
261,1737106,"Бундеслига, 32-й тур, регулярный сезон, 14.05.2023 18:30",14.05.2023 18:30,РБ Лейпциг,2,Вердер,1,2.64,1.01,20.0,6.0,7.0,2.0,1.0,5.0,61.0,39.0,3.0,2.0,12.0,20.0,5.0,1.0,2.0,5.0,0.0,0.0,165.0,71.0,49.0,23.0,567.0,359.0,86.0,75.0,21.0,18.0,26.0,21.0,16.0,10.0,+22°C,солнечно,"06.05, 16:30",10.0,2.0,4.0,0.0,1.0,"06.05, 19:30",9.0,1.8,1.0,1.0,3.0,1.23,6.6,10.0,3.0,1.37
262,1737107,"Бундеслига, 32-й тур, регулярный сезон, 13.05.2023 16:30",13.05.2023 16:30,Унион Берлин,4,Фрайбург,2,1.64,1.92,10.0,13.0,4.0,8.0,6.0,0.0,41.0,59.0,1.0,7.0,18.0,13.0,1.0,0.0,3.0,1.0,0.0,0.0,79.0,137.0,39.0,31.0,295.0,540.0,73.0,84.0,13.0,18.0,24.0,16.0,15.0,24.0,+23°C,солнечно,"06.05, 16:30",3.0,0.6,1.0,2.0,2.0,"06.05, 16:30",8.0,1.6,3.0,0.0,2.0,2.06,3.15,3.95,1.52,2.5
263,1737108,"Бундеслига, 32-й тур, регулярный сезон, 12.05.2023 21:30",12.05.2023 21:30,Кёльн,5,Герта,2,3.84,0.96,28.0,9.0,15.0,3.0,1.0,10.0,61.0,39.0,12.0,3.0,11.0,14.0,0.0,0.0,2.0,7.0,0.0,0.0,119.0,88.0,67.0,40.0,497.0,289.0,88.0,76.0,13.0,10.0,23.0,18.0,36.0,13.0,+24°C,солнечно,"05.05, 21:30",9.0,1.8,3.0,1.0,1.0,"06.05, 16:30",6.0,1.2,1.0,0.0,4.0,1.89,3.75,3.8,2.09,1.72
264,1737109,"Бундеслига, 32-й тур, регулярный сезон, 13.05.2023 16:30",13.05.2023 16:30,Айнтрахт Франкфурт,3,Майнц,0,2.31,1.0,17.0,10.0,7.0,4.0,3.0,4.0,52.0,48.0,5.0,1.0,4.0,10.0,0.0,1.0,1.0,3.0,0.0,0.0,110.0,99.0,51.0,29.0,541.0,424.0,83.0,80.0,11.0,4.0,22.0,18.0,19.0,12.0,+24°C,солнечно,"06.05, 16:30",6.0,1.2,1.0,2.0,2.0,"05.05, 21:30",8.0,1.6,1.0,2.0,2.0,2.06,3.6,3.35,2.22,1.64
265,1737110,"Бундеслига, 32-й тур, регулярный сезон, 13.05.2023 16:30",13.05.2023 16:30,Вольфсбург,2,Хоффенхайм,1,1.06,1.29,8.0,10.0,3.0,2.0,2.0,1.0,47.0,53.0,3.0,7.0,17.0,12.0,0.0,7.0,2.0,2.0,0.0,0.0,101.0,110.0,36.0,50.0,369.0,448.0,75.0,78.0,22.0,16.0,24.0,20.0,15.0,24.0,+21°C,солнечно,"07.05, 18:30",8.0,1.6,2.0,1.0,2.0,"06.05, 16:30",7.0,1.4,2.0,1.0,2.0,1.93,3.95,3.5,2.7,1.45
266,1737111,"Бундеслига, 32-й тур, регулярный сезон, 13.05.2023 16:30",13.05.2023 16:30,Бохум,3,Аугсбург,2,1.23,1.17,15.0,12.0,8.0,2.0,0.0,5.0,53.0,47.0,7.0,7.0,13.0,16.0,1.0,0.0,3.0,2.0,0.0,0.0,96.0,72.0,39.0,39.0,316.0,232.0,69.0,65.0,16.0,14.0,13.0,17.0,25.0,17.0,+21°C,солнечно,"06.05, 16:30",5.0,1.0,0.0,2.0,3.0,"06.05, 16:30",6.0,1.2,1.0,2.0,2.0,2.24,3.55,3.05,2.12,1.7
267,1737112,"Бундеслига, 32-й тур, регулярный сезон, 14.05.2023 16:30",14.05.2023 16:30,Штутгарт,1,Байер,1,1.45,2.05,9.0,12.0,1.0,3.0,2.0,0.0,52.0,48.0,7.0,3.0,7.0,14.0,0.0,0.0,3.0,4.0,0.0,0.0,83.0,104.0,36.0,41.0,535.0,473.0,87.0,89.0,14.0,7.0,13.0,13.0,17.0,15.0,+22°C,солнечно,"06.05, 16:30",9.0,1.8,1.0,2.0,2.0,"11.05, 22:00",7.0,1.4,2.0,1.0,2.0,2.55,3.45,2.65,2.01,1.78
268,1737113,"Бундеслига, 33-й тур, регулярный сезон, 20.05.2023 19:30",20.05.2023 19:30,Бавария,1,РБ Лейпциг,3,1.66,2.42,17.0,16.0,4.0,8.0,5.0,3.0,58.0,42.0,7.0,2.0,8.0,11.0,3.0,0.0,1.0,1.0,0.0,0.0,117.0,86.0,66.0,37.0,568.0,379.0,87.0,81.0,5.0,6.0,9.0,7.0,24.0,11.0,+22°C,солнечно,"13.05, 16:30",12.0,2.4,3.0,1.0,1.0,"14.05, 18:30",9.0,1.8,4.0,0.0,1.0,1.56,5.2,5.4,3.15,1.35
269,1737114,"Бундеслига, 33-й тур, регулярный сезон, 21.05.2023 20:30",21.05.2023 20:30,Байер,2,Боруссия М,2,2.64,1.58,13.0,8.0,6.0,4.0,3.0,4.0,46.0,54.0,2.0,3.0,12.0,15.0,1.0,1.0,3.0,3.0,1.0,0.0,98.0,105.0,65.0,27.0,548.0,634.0,87.0,90.0,16.0,14.0,13.0,13.0,8.0,10.0,+27°C,солнечно,"18.05, 22:00",2.0,0.4,0.0,3.0,2.0,"13.05, 19:30",6.0,1.2,1.0,1.0,3.0,1.31,5.8,8.0,3.0,1.38
270,1737115,"Бундеслига, 33-й тур, регулярный сезон, 19.05.2023 21:30",19.05.2023 21:30,Фрайбург,2,Вольфсбург,0,2.0,0.79,16.0,9.0,7.0,2.0,2.0,5.0,48.0,52.0,4.0,4.0,15.0,16.0,2.0,0.0,1.0,3.0,1.0,0.0,85.0,100.0,35.0,43.0,363.0,483.0,82.0,83.0,16.0,16.0,13.0,18.0,19.0,11.0,+27°C,солнечно,"13.05, 16:30",8.0,1.6,2.0,0.0,3.0,"13.05, 16:30",10.0,2.0,3.0,1.0,1.0,2.17,3.7,3.05,2.3,1.6
271,1737116,"Бундеслига, 33-й тур, регулярный сезон, 21.05.2023 16:30",21.05.2023 16:30,Майнц,1,Штутгарт,4,1.56,1.6,9.0,8.0,6.0,6.0,2.0,5.0,48.0,52.0,6.0,3.0,18.0,11.0,1.0,0.0,3.0,1.0,0.0,0.0,91.0,95.0,36.0,23.0,420.0,460.0,80.0,86.0,11.0,19.0,26.0,13.0,9.0,13.0,+23°C,переменная облачность,"13.05, 16:30",6.0,1.2,1.0,1.0,3.0,"14.05, 16:30",7.0,1.4,1.0,2.0,2.0,2.75,3.4,2.49,2.06,1.74
272,1737117,"Бундеслига, 33-й тур, регулярный сезон, 20.05.2023 16:30",20.05.2023 16:30,Хоффенхайм,4,Унион Берлин,2,2.94,2.45,10.0,20.0,5.0,4.0,2.0,1.0,44.0,56.0,1.0,5.0,15.0,15.0,2.0,1.0,4.0,5.0,0.0,0.0,78.0,115.0,26.0,58.0,363.0,490.0,79.0,84.0,15.0,17.0,23.0,24.0,6.0,33.0,+22°C,солнечно,"13.05, 16:30",6.0,1.2,1.0,1.0,3.0,"13.05, 16:30",6.0,1.2,2.0,2.0,1.0,2.36,3.35,2.95,1.8,1.98
273,1737118,"Бундеслига, 33-й тур, регулярный сезон, 21.05.2023 18:30",21.05.2023 18:30,Аугсбург,0,Боруссия Дортмунд,3,0.52,4.55,4.0,28.0,1.0,10.0,7.0,1.0,42.0,58.0,3.0,8.0,12.0,9.0,2.0,1.0,3.0,3.0,1.0,0.0,59.0,128.0,22.0,69.0,299.0,538.0,82.0,91.0,10.0,14.0,18.0,16.0,8.0,16.0,+22°C,переменная облачность,"13.05, 16:30",7.0,1.4,1.0,2.0,2.0,"13.05, 19:30",19.0,3.8,3.0,2.0,0.0,6.2,5.6,1.39,3.55,1.28
274,1737119,"Бундеслига, 33-й тур, регулярный сезон, 20.05.2023 16:30",20.05.2023 16:30,Герта,1,Бохум,1,1.47,1.42,14.0,17.0,4.0,6.0,6.0,3.0,51.0,49.0,9.0,5.0,7.0,10.0,1.0,1.0,1.0,1.0,0.0,0.0,90.0,115.0,37.0,53.0,294.0,299.0,67.0,68.0,8.0,9.0,5.0,12.0,21.0,14.0,+23°C,солнечно,"12.05, 21:30",8.0,1.6,1.0,0.0,4.0,"13.05, 16:30",6.0,1.2,1.0,2.0,2.0,2.36,3.7,2.7,2.42,1.55
275,1737120,"Бундеслига, 33-й тур, регулярный сезон, 20.05.2023 16:30",20.05.2023 16:30,Шальке,2,Айнтрахт Франкфурт,2,1.0,1.81,11.0,6.0,4.0,3.0,1.0,2.0,49.0,51.0,8.0,3.0,11.0,16.0,3.0,0.0,3.0,4.0,0.0,0.0,110.0,102.0,56.0,30.0,318.0,361.0,79.0,79.0,16.0,14.0,35.0,26.0,29.0,15.0,+23°C,солнечно,"13.05, 16:30",10.0,2.0,3.0,0.0,2.0,"13.05, 16:30",8.0,1.6,2.0,1.0,2.0,2.75,3.7,2.4,2.33,1.58
276,1737121,"Бундеслига, 33-й тур, регулярный сезон, 20.05.2023 16:30",20.05.2023 16:30,Вердер,1,Кёльн,1,1.64,1.17,13.0,13.0,6.0,4.0,3.0,5.0,42.0,58.0,4.0,9.0,10.0,9.0,1.0,1.0,4.0,2.0,0.0,0.0,105.0,97.0,29.0,51.0,381.0,479.0,82.0,87.0,10.0,11.0,22.0,12.0,16.0,23.0,+20°C,солнечно,"14.05, 18:30",8.0,1.6,1.0,0.0,4.0,"12.05, 21:30",11.0,2.2,3.0,1.0,1.0,2.46,3.65,2.65,2.22,1.64
277,1737122,"Бундеслига, 34-й тур, регулярный сезон, 27.05.2023 16:30",27.05.2023 16:30,Боруссия Дортмунд,2,Майнц,2,2.82,1.6,30.0,10.0,12.0,4.0,2.0,10.0,64.0,36.0,6.0,3.0,5.0,14.0,1.0,0.0,1.0,1.0,0.0,0.0,165.0,64.0,119.0,44.0,647.0,227.0,91.0,71.0,14.0,7.0,23.0,18.0,63.0,10.0,+21°C,солнечно,"21.05, 18:30",19.0,3.8,4.0,1.0,0.0,"21.05, 16:30",6.0,1.2,1.0,0.0,4.0,1.21,7.4,10.0,4.3,1.21
