,id,общая информация,Дата,Команда1,счет1,Команда2,счет2,Температура,Признак погоды,поб1,X,поб2,ТМ 2.5,ТБ 2.5,Отдых: дни (часы) 1,Отдых: дни (часы) 2,Победы 1,Победы 2,Ничьи 1,Ничьи 2,Поражения 1,Поражения 2,Забито голов 1,Забито голов 2,Пропущено голов 1,Пропущено голов 2,Забито голов за игру 1,Забито голов за игру 2,Пропущено голов за игру 1,Пропущено голов за игру 2,Сухие матчи 1,Сухие матчи 2,обе забьют 1,обе забьют 2,Тотал больше 2.5 1,Тотал больше 2.5 2,Тотал меньше 2.5 1,Тотал меньше 2.5 2,Удары 1,Удары 2,Удары  (соперник) 1,Удары  (соперник) 2,Удары в створ 1,Удары в створ 2,Удары в створ  (соперник) 1,Удары в створ  (соперник) 2,Владение 1,Владение 2,Владение  (соперник) 1,Владение  (соперник) 2,Угловые 1,Угловые 2,Угловые  (соперник) 1,Угловые  (соперник) 2,Нарушения 1,Нарушения 2,Нарушения  (соперник) 1,Нарушения  (соперник) 2,Офсайды 1,Офсайды 2,Офсайды  (соперник) 1,Офсайды  (соперник) 2,Желтые карточки 1,Желтые карточки 2,Желтые карточки  (соперник) 1,Желтые карточки  (соперник) 2,Красные карточки 1,Красные карточки 2,Красные карточки  (соперник) 1,Красные карточки  (соперник) 2,тотал,country
4214,15326959,"Серия А, 19-й тур, регулярный сезон, 21.12.2021 21:45",2021-12-21 21:45:00,Дженоа,0,Аталанта,0,22,переменная облачность,6.65,4.7,1.51,2.34,1.57,4.0,3.2,1,6,4,2,5,2,6,25,16,18,0.6,2.5,1.6,1.8,3,2,4,8,4,9,6,1,8.9,16.0,13.6,12.0,3.1,5.8,4.6,4.2,48.9,53.0,51.1,47.0,4.0,5.1,4.8,3.8,13.0,12.4,14.1,12.9,1.3,1.9,1.8,1.8,2.6,1.6,1.9,2.2,0.0,0.0,0.0,0.0,0,Серия
4215,15326962,"Серия А, 19-й тур, регулярный сезон, 21.12.2021 21:45",2021-12-21 21:45:00,Ювентус,2,Кальяри,0,13,небольшой дождь,1.23,6.55,16.75,2.17,1.66,3.0,3.0,7,1,1,4,2,5,15,9,8,19,1.5,0.9,0.8,1.9,6,1,2,6,2,6,8,4,16.5,10.1,8.7,14.0,6.1,3.2,2.4,5.2,55.9,43.7,44.1,56.3,4.9,3.1,4.8,6.8,12.7,12.2,12.7,13.3,1.5,2.2,0.1,2.0,1.8,2.2,2.2,2.2,0.0,0.2,0.1,0.0,2,Серия
4216,15326953,"Серия А, 18-й тур, регулярный сезон, 19.12.2021 21:45",2021-12-19 21:45:00,Милан,0,Наполи,1,19,в отдельных районах умеренный или сильный дождь с грозой,2.16,3.68,3.75,2.07,1.92,8.0,7.0,4,4,3,2,3,4,16,20,13,15,1.6,2.0,1.3,1.5,3,2,7,7,5,7,5,3,13.5,17.2,12.4,11.7,3.9,5.3,4.4,4.3,55.4,58.5,44.6,41.5,5.1,4.6,5.0,3.6,12.8,13.5,13.6,13.7,4.0,1.2,1.5,1.5,1.9,1.8,1.9,2.7,0.2,0.1,0.1,0.3,1,Серия
4217,15326955,"Серия А, 18-й тур, регулярный сезон, 19.12.2021 19:00",2021-12-19 19:00:00,Сампдория,1,Венеция,1,22,переменная облачность,1.81,3.78,4.8,1.94,1.96,2.8,5.1,5,3,0,2,5,5,16,13,18,18,1.6,1.3,1.8,1.8,1,2,8,6,9,6,1,4,10.5,9.89,14.0,20.22,3.8,5.0,4.7,6.89,41.3,42.44,58.7,57.56,3.8,3.22,5.6,9.0,14.5,13.33,13.0,10.89,2.3,0.89,1.1,1.11,3.6,2.67,1.4,1.22,0.1,0.22,0.1,0.0,2,Серия
4218,15326957,"Серия А, 18-й тур, регулярный сезон, 19.12.2021 19:00",2021-12-19 19:00:00,Торино,1,Верона,0,13,небольшой дождь,2.27,3.32,3.54,1.92,1.98,2.8,4.1,4,4,2,3,4,3,14,19,12,17,1.4,1.9,1.2,1.7,1,1,6,9,6,7,4,3,13.1,14.8,11.0,12.5,3.9,4.9,3.5,4.7,55.8,55.2,44.2,44.8,4.2,4.9,3.9,3.6,17.2,14.7,14.5,12.4,2.9,2.8,1.5,1.0,2.0,2.4,3.2,2.3,0.1,0.2,0.1,0.2,1,Серия
4219,15326956,"Серия А, 18-й тур, регулярный сезон, 19.12.2021 16:00",2021-12-19 16:00:00,Специя,1,Эмполи,1,20,переменная облачность,2.68,3.7,2.62,2.34,1.67,2.8,4.0,1,5,2,3,7,2,7,18,20,15,0.7,1.8,2.0,1.5,1,1,4,8,4,7,6,3,9.5,13.0,16.2,18.22,3.9,5.22,6.0,6.44,46.8,47.11,53.2,52.89,3.9,6.0,4.7,5.0,12.8,13.11,12.8,13.67,2.4,1.89,1.4,2.33,2.5,2.0,2.9,2.11,0.0,0.22,0.1,0.11,2,Серия
4220,15326951,"Серия А, 18-й тур, регулярный сезон, 19.12.2021 13:30",2021-12-19 13:30:00,Фиорентина,2,Сассуоло,2,27,переменная облачность,1.98,3.72,3.98,2.54,1.49,3.6,6.7,7,4,0,4,3,2,23,21,11,17,2.3,2.1,1.1,1.7,3,0,5,10,8,10,2,0,13.8,14.5,9.3,11.5,5.8,5.2,3.6,3.4,57.3,57.5,42.7,42.5,4.5,4.7,3.8,3.9,10.4,12.1,14.0,13.9,1.6,1.4,3.2,4.6,1.7,2.8,2.0,2.4,0.1,0.1,0.0,0.2,4,Серия
4221,15326950,"Серия А, 18-й тур, регулярный сезон, 18.12.2021 21:45",2021-12-18 21:45:00,Кальяри,0,Удинезе,4,24,переменная облачность,3.18,3.4,2.4,1.86,2.05,3.0,4.0,1,2,4,5,5,3,9,17,18,17,0.9,1.7,1.8,1.7,1,2,6,7,6,6,4,4,9.8,13.89,15.1,11.56,3.1,5.44,5.3,3.89,41.6,40.67,58.4,59.33,2.8,4.78,7.0,4.33,12.5,14.78,13.0,11.78,2.6,1.44,1.9,2.44,2.0,2.67,2.0,2.0,0.1,0.44,0.0,0.11,4,Серия
4222,15326949,"Серия А, 18-й тур, регулярный сезон, 18.12.2021 19:00",2021-12-18 19:00:00,Болонья,0,Ювентус,2,30,переменная облачность,4.35,3.64,1.92,1.81,2.11,6.2,7.0,4,6,1,1,5,3,12,14,15,10,1.2,1.4,1.5,1.0,3,5,5,3,5,3,5,7,12.5,17.0,12.1,8.8,4.7,5.8,4.9,2.6,49.4,57.2,50.6,42.8,5.0,4.6,2.8,4.4,10.3,11.6,14.7,14.2,1.0,1.4,2.7,0.4,2.4,2.0,2.7,2.5,0.2,0.0,0.2,0.1,2,Серия
4223,15326948,"Серия А, 18-й тур, регулярный сезон, 18.12.2021 16:00",2021-12-18 16:00:00,Аталанта,1,Рома,4,18,небольшой дождь,1.77,4.33,4.8,2.36,1.56,6.0,4.7,6,5,3,1,1,4,26,17,16,13,2.6,1.7,1.6,1.3,2,4,8,4,9,6,1,4,15.8,14.2,12.0,8.3,5.5,5.1,4.2,3.3,51.6,49.5,48.4,50.5,4.7,6.9,4.0,4.1,12.6,13.9,12.7,10.4,1.9,1.5,1.8,2.0,1.6,3.0,2.2,2.43,0.0,0.14,0.0,0.14,5,Серия
4224,15326954,"Серия А, 18-й тур, регулярный сезон, 17.12.2021 21:45",2021-12-17 21:45:00,Салернитана,0,Интер,5,25,переменная облачность,27.0,10.5,1.12,3.04,1.36,2.9,5.0,1,8,1,1,8,1,5,22,21,6,0.5,2.2,2.1,0.6,0,6,3,3,4,4,6,6,10.4,19.6,15.1,8.8,3.4,7.6,5.6,2.9,41.5,57.7,58.5,42.3,5.1,7.1,4.2,2.7,12.1,10.3,12.8,11.5,0.8,1.4,1.2,1.0,1.4,1.1,2.0,2.1,0.1,0.1,0.2,0.0,5,Серия
4225,15326952,"Серия А, 18-й тур, регулярный сезон, 17.12.2021 19:30",2021-12-17 19:30:00,Лацио,3,Дженоа,1,27,переменная облачность,1.64,4.0,6.05,1.95,1.95,5.0,2.8,3,1,4,4,3,5,18,7,17,16,1.8,0.7,1.7,1.6,3,3,5,4,8,4,2,6,9.6,9.9,13.0,14.2,3.8,3.3,4.0,4.7,51.1,48.5,48.9,51.5,3.6,4.2,3.9,4.5,11.3,14.0,11.9,15.3,1.7,1.2,1.4,1.9,2.8,2.6,2.7,2.1,0.2,0.0,0.3,0.0,4,Серия
4226,15326943,"Серия А, 17-й тур, регулярный сезон, 13.12.2021 21:45",2021-12-13 21:45:00,Рома,2,Специя,0,27,переменная облачность,1.38,5.35,8.8,2.41,1.54,4.0,8.2,5,2,1,2,4,6,17,9,14,21,1.7,0.9,1.4,2.1,3,1,5,5,7,6,3,4,14.8,11.0,8.1,16.2,4.7,4.0,3.6,5.7,50.2,47.9,49.8,52.1,7.0,4.4,3.9,3.8,14.2,12.8,11.3,13.0,1.5,2.3,1.7,1.6,3.0,2.4,2.71,2.5,0.0,0.1,0.14,0.0,2,Серия
4227,15326941,"Серия А, 17-й тур, регулярный сезон, 12.12.2021 21:45",2021-12-12 21:45:00,Интер,4,Кальяри,0,19,в отдельных районах умеренный или сильный дождь с грозой,1.16,8.7,21.0,2.94,1.38,4.9,6.0,8,1,1,5,1,4,20,10,6,15,2.0,1.0,0.6,1.5,6,1,3,7,3,5,7,5,19.3,10.1,9.2,14.3,7.0,3.0,2.9,4.1,57.1,41.6,42.9,58.4,6.8,3.2,3.2,6.4,10.9,12.8,12.2,14.6,1.5,2.7,0.8,1.7,1.3,2.3,2.0,2.4,0.1,0.1,0.1,0.0,4,Серия
4228,15326942,"Серия А, 17-й тур, регулярный сезон, 12.12.2021 19:00",2021-12-12 19:00:00,Наполи,0,Эмполи,1,27,небольшой дождь,1.42,5.4,8.9,2.74,1.43,2.9,5.9,5,4,2,3,3,3,23,18,14,18,2.3,1.8,1.4,1.8,3,0,7,9,8,8,2,2,16.2,13.11,11.3,16.56,5.5,5.0,3.9,6.33,59.0,47.11,41.0,52.89,4.0,5.67,3.5,4.33,14.7,13.44,13.0,13.67,1.2,1.89,1.1,2.33,1.9,2.22,2.7,2.22,0.1,0.11,0.3,0.11,1,Серия
4229,15326944,"Серия А, 17-й тур, регулярный сезон, 12.12.2021 19:00",2021-12-12 19:00:00,Сассуоло,2,Лацио,1,27,переменная облачность,2.36,3.54,3.14,2.09,1.71,7.1,2.8,3,4,4,4,3,2,20,18,18,15,2.0,1.8,1.8,1.5,0,4,10,4,10,7,0,3,14.0,9.5,12.6,11.8,5.4,3.8,3.5,3.5,57.0,52.0,43.0,48.0,4.7,3.9,4.7,3.9,12.2,11.8,14.7,12.1,1.3,1.8,4.5,1.4,3.1,2.9,2.4,2.9,0.0,0.2,0.2,0.2,3,Серия
4230,15326940,"Серия А, 17-й тур, регулярный сезон, 12.12.2021 16:00",2021-12-12 16:00:00,Верона,1,Аталанта,2,26,переменная облачность,3.55,3.68,2.12,2.26,1.61,7.0,2.8,5,6,3,3,2,1,21,27,14,16,2.1,2.7,1.4,1.6,2,2,8,8,7,9,3,1,12.9,15.8,13.1,10.9,4.6,5.3,4.0,4.1,53.6,52.9,46.4,47.1,4.1,4.4,3.4,3.7,15.1,13.5,12.5,13.0,2.6,1.8,0.7,2.3,2.5,1.8,2.1,2.4,0.2,0.0,0.2,0.0,3,Серия
4231,15326945,"Серия А, 17-й тур, регулярный сезон, 12.12.2021 13:30",2021-12-12 13:30:00,Торино,2,Болонья,1,13,небольшой дождь,2.23,3.34,3.6,1.9,2.0,5.6,7.0,3,5,2,1,5,4,11,14,11,13,1.1,1.4,1.1,1.3,1,4,4,4,4,5,6,5,12.6,12.7,11.5,11.2,3.1,4.5,3.3,4.6,54.7,48.6,45.3,51.4,3.8,5.3,4.7,2.6,18.0,9.0,12.6,15.0,2.7,1.0,1.5,2.2,2.4,2.2,2.6,3.0,0.1,0.2,0.1,0.3,3,Серия
4232,15326946,"Серия А, 17-й тур, регулярный сезон, 11.12.2021 21:45",2021-12-11 21:45:00,Удинезе,1,Милан,1,21,в отдельных районах местами небольшой дождь с грозой,4.45,3.85,1.93,2.04,1.95,5.0,3.9,1,5,6,2,3,3,14,16,18,12,1.4,1.6,1.8,1.2,1,4,8,6,5,5,5,5,13.44,13.2,13.56,12.7,4.44,4.0,4.89,4.0,39.22,53.2,60.78,46.8,4.67,4.8,5.22,5.2,14.67,13.2,12.67,14.0,1.22,3.6,1.78,1.5,2.56,2.1,2.89,1.9,0.44,0.2,0.11,0.0,2,Серия
4233,15326947,"Серия А, 17-й тур, регулярный сезон, 11.12.2021 19:00",2021-12-11 19:00:00,Венеция,1,Ювентус,1,23,в отдельных районах умеренный или сильный дождь с грозой,8.7,5.1,1.4,2.15,1.78,6.1,2.9,3,6,1,0,6,4,11,14,19,11,1.1,1.4,1.9,1.1,3,5,5,3,6,4,4,6,7.89,16.3,19.78,8.4,3.78,5.5,6.78,2.6,39.89,56.7,60.11,43.3,2.67,3.9,8.22,4.5,12.67,12.7,11.22,13.7,2.0,2.2,1.22,0.4,2.22,1.9,1.44,2.6,0.22,0.0,0.11,0.1,2,Серия
4234,15326938,"Серия А, 17-й тур, регулярный сезон, 11.12.2021 16:00",2021-12-11 16:00:00,Фиорентина,4,Салернитана,0,27,переменная облачность,1.27,6.4,12.25,2.44,1.53,6.0,7.0,5,2,0,1,5,7,18,7,13,18,1.8,0.7,1.3,1.8,2,1,5,4,7,4,3,6,13.4,10.8,9.0,15.9,4.9,3.0,3.3,4.9,55.4,43.2,44.6,56.8,5.0,5.6,3.7,5.5,11.1,12.0,14.9,13.4,1.7,0.8,3.5,1.6,2.2,1.5,2.3,2.1,0.2,0.1,0.0,0.2,4,Серия
4235,15326939,"Серия А, 17-й тур, регулярный сезон, 10.12.2021 21:45",2021-12-10 21:45:00,Дженоа,1,Сампдория,3,22,переменная облачность,3.5,3.24,2.32,1.79,2.14,5.0,5.0,0,3,5,1,5,6,7,15,16,22,0.7,1.5,1.6,2.2,2,1,4,8,4,9,6,1,11.2,11.3,14.5,14.3,3.2,3.5,4.5,5.0,46.7,44.0,53.3,56.0,4.4,4.9,4.9,5.4,13.8,13.7,14.8,13.0,1.9,2.2,1.8,1.2,2.7,3.5,2.2,2.0,0.0,0.1,0.0,0.1,4,Серия
4236,15326929,"Серия А, 16-й тур, регулярный сезон, 06.12.2021 21:45",2021-12-06 21:45:00,Кальяри,1,Торино,1,24,переменная облачность,3.28,3.22,2.44,1.8,2.12,5.9,4.0,1,3,4,2,5,5,9,11,16,11,0.9,1.1,1.6,1.1,1,1,6,4,5,4,5,6,9.2,12.5,15.2,10.5,2.9,3.1,4.5,3.3,40.1,55.2,59.9,44.8,3.1,3.7,6.8,4.6,12.6,17.5,13.4,12.3,2.5,2.3,1.3,1.3,2.2,2.3,2.2,2.5,0.1,0.2,0.0,0.1,2,Серия
4237,15326930,"Серия А, 16-й тур, регулярный сезон, 06.12.2021 19:30",2021-12-06 19:30:00,Эмполи,3,Удинезе,1,28,переменная облачность,2.32,3.55,3.2,2.11,1.81,4.0,3.8,4,2,3,6,3,2,17,15,18,16,1.7,1.5,1.8,1.6,0,1,9,8,8,5,2,5,12.0,12.75,16.25,12.5,4.5,4.0,6.13,4.38,45.75,38.88,54.25,61.13,5.38,4.5,4.13,4.88,13.63,14.25,13.13,12.75,2.0,1.25,2.5,1.88,2.0,2.5,2.13,2.75,0.13,0.5,0.13,0.13,4,Серия
4238,15326931,"Серия А, 16-й тур, регулярный сезон, 05.12.2021 21:45",2021-12-05 21:45:00,Ювентус,2,Дженоа,0,13,небольшой дождь,1.21,6.85,19.0,2.38,1.65,5.0,4.0,5,0,1,6,4,4,13,10,12,17,1.3,1.0,1.2,1.7,4,2,4,5,4,5,6,5,14.6,12.2,9.9,12.9,4.2,3.7,2.8,4.0,54.6,48.7,45.4,51.3,3.6,4.6,5.4,4.6,13.1,14.5,13.9,14.6,2.2,1.9,0.7,1.5,1.9,2.9,2.6,2.0,0.0,0.0,0.1,0.0,2,Серия
4239,15326935,"Серия А, 16-й тур, регулярный сезон, 05.12.2021 19:00",2021-12-05 19:00:00,Сампдория,1,Лацио,3,22,переменная облачность,3.2,3.74,2.25,2.1,1.7,4.9,2.8,3,3,1,4,6,3,16,16,22,18,1.6,1.6,2.2,1.8,1,4,8,4,9,7,1,3,10.1,9.7,15.3,12.5,3.4,4.1,5.1,3.8,43.7,50.3,56.3,49.7,4.4,4.0,5.8,3.7,14.0,12.5,14.3,12.0,2.4,2.5,1.2,2.1,3.4,2.7,2.1,2.7,0.1,0.1,0.0,0.2,4,Серия
4240,15326936,"Серия А, 16-й тур, регулярный сезон, 05.12.2021 16:00",2021-12-05 16:00:00,Специя,2,Сассуоло,2,20,переменная облачность,3.06,3.66,2.35,2.16,1.67,3.8,3.7,2,4,1,3,7,3,8,19,21,16,0.8,1.9,2.1,1.6,1,1,5,9,6,9,4,1,10.9,13.9,16.0,13.2,3.9,5.6,5.7,3.8,48.1,56.6,51.9,43.4,4.4,4.6,3.7,5.3,12.9,12.9,13.3,15.3,2.1,1.2,1.8,4.7,2.2,3.1,2.4,2.3,0.1,0.0,0.0,0.2,4,Серия
4241,15326937,"Серия А, 16-й тур, регулярный сезон, 05.12.2021 16:00",2021-12-05 16:00:00,Венеция,3,Верона,4,23,в отдельных районах умеренный или сильный дождь с грозой,3.8,3.48,2.11,1.84,2.07,4.8,4.7,3,4,2,4,5,2,9,20,16,14,0.9,2.0,1.6,1.4,3,2,5,8,5,7,5,3,8.0,12.4,19.0,13.2,3.67,4.7,6.44,4.0,41.56,52.9,58.44,47.1,3.0,3.7,7.78,3.6,13.33,15.0,11.33,12.6,2.11,2.5,1.33,0.6,2.56,2.4,1.44,2.2,0.11,0.2,0.11,0.1,7,Серия
4242,15326928,"Серия А, 16-й тур, регулярный сезон, 05.12.2021 13:30",2021-12-05 13:30:00,Болонья,2,Фиорентина,3,30,переменная облачность,3.05,3.2,2.6,1.99,1.91,3.7,4.7,5,5,1,0,4,5,14,16,14,11,1.4,1.6,1.4,1.1,4,3,4,4,5,6,5,4,14.2,13.5,12.1,9.3,4.7,4.8,5.1,3.5,50.7,54.6,49.3,45.4,6.3,4.9,2.6,4.1,10.0,10.7,15.0,15.1,0.9,1.4,2.2,3.3,2.1,2.2,2.9,2.2,0.2,0.2,0.3,0.0,5,Серия
4243,15326933,"Серия А, 16-й тур, регулярный сезон, 04.12.2021 21:45",2021-12-04 21:45:00,Наполи,2,Аталанта,3,27,небольшой дождь,2.86,3.48,2.73,2.34,1.74,3.0,4.0,5,5,3,4,2,1,21,25,9,15,2.1,2.5,0.9,1.5,5,2,5,8,7,8,3,2,17.5,13.8,9.9,11.5,5.8,4.9,2.8,4.4,61.5,53.7,38.5,46.3,5.3,4.5,3.2,4.1,14.0,13.6,11.9,12.9,2.1,1.3,1.5,2.3,1.8,2.0,2.9,2.5,0.1,0.0,0.3,0.0,5,Серия
4244,15326934,"Серия А, 16-й тур, регулярный сезон, 04.12.2021 19:00",2021-12-04 19:00:00,Рома,0,Интер,3,27,переменная облачность,4.15,3.9,1.97,2.34,1.74,2.9,2.9,4,8,2,2,4,0,15,21,15,6,1.5,2.1,1.5,0.6,4,5,5,5,6,3,4,7,14.9,20.4,8.4,9.1,4.4,7.5,3.8,3.0,50.3,57.0,49.7,43.0,6.9,7.5,3.5,2.9,13.9,11.5,10.9,12.9,1.3,1.5,2.2,1.2,2.88,1.3,2.5,1.9,0.0,0.0,0.13,0.1,3,Серия
4245,15326932,"Серия А, 16-й тур, регулярный сезон, 04.12.2021 16:00",2021-12-04 16:00:00,Милан,2,Салернитана,0,19,в отдельных районах умеренный или сильный дождь с грозой,1.27,6.4,12.25,2.44,1.53,2.7,3.7,5,2,2,1,3,7,17,7,13,17,1.7,0.7,1.3,1.7,3,1,6,4,5,4,5,6,12.2,11.6,12.7,15.6,3.7,3.5,3.7,4.8,52.5,44.0,47.5,56.0,3.8,5.9,4.9,5.0,14.1,12.8,13.5,13.9,3.7,1.3,1.4,1.5,2.8,1.6,2.0,2.3,0.2,0.1,0.2,0.2,2,Серия
4246,15326924,"Серия А, 15-й тур, регулярный сезон, 02.12.2021 21:45",2021-12-02 21:45:00,Лацио,4,Удинезе,4,27,переменная облачность,1.69,4.05,6.1,2.05,1.94,3.9,4.3,4,2,3,6,3,2,15,14,15,15,1.5,1.4,1.5,1.5,4,1,4,8,7,5,3,5,10.3,13.25,12.5,12.5,4.4,4.13,3.7,4.13,49.3,39.5,50.7,60.5,4.2,5.0,3.6,5.0,12.6,14.88,12.1,12.88,2.1,1.13,2.0,1.38,2.7,2.5,2.8,2.88,0.1,0.25,0.0,0.0,8,Серия
4247,15326927,"Серия А, 15-й тур, регулярный сезон, 02.12.2021 19:30",2021-12-02 19:30:00,Торино,2,Эмполи,2,13,небольшой дождь,1.82,3.72,4.85,2.05,1.86,4.0,5.1,3,4,2,2,5,4,10,15,10,18,1.0,1.5,1.0,1.8,1,0,4,8,3,7,7,3,13.0,11.38,9.5,17.13,3.3,4.25,3.0,6.5,55.6,43.13,44.4,56.88,4.2,4.63,4.0,4.63,18.5,13.63,11.7,13.38,2.4,2.38,1.5,2.63,2.5,2.0,2.5,2.25,0.1,0.13,0.1,0.0,4,Серия
4248,15326921,"Серия А, 15-й тур, регулярный сезон, 01.12.2021 21:45",2021-12-01 21:45:00,Дженоа,0,Милан,3,22,переменная облачность,6.85,4.4,1.59,2.09,1.91,3.3,3.2,0,5,7,2,3,3,12,17,16,15,1.2,1.7,1.6,1.5,2,2,6,7,5,5,5,5,12.1,12.1,12.7,12.7,3.9,3.6,4.0,3.9,48.4,52.2,51.6,47.8,4.6,3.7,4.7,5.1,14.9,13.6,14.4,14.4,2.0,3.4,1.2,1.4,3.1,2.8,2.2,2.2,0.0,0.2,0.0,0.2,3,Серия
4249,15326926,"Серия А, 15-й тур, регулярный сезон, 01.12.2021 21:45",2021-12-01 21:45:00,Сассуоло,2,Наполи,2,27,переменная облачность,4.3,3.98,1.85,2.32,1.58,3.2,2.9,4,6,2,2,4,2,18,20,16,7,1.8,2.0,1.6,0.7,1,6,9,4,9,6,1,4,13.8,17.7,13.6,10.2,5.0,5.8,3.9,2.4,56.9,61.6,43.1,38.4,4.6,5.2,5.4,3.1,13.4,12.7,15.2,12.8,1.0,2.1,4.7,1.6,2.9,1.8,2.3,2.9,0.0,0.1,0.2,0.3,4,Серия
4250,15326919,"Серия А, 15-й тур, регулярный сезон, 01.12.2021 19:30",2021-12-01 19:30:00,Болонья,1,Рома,0,30,переменная облачность,3.02,3.38,2.51,2.02,1.88,3.1,3.0,4,4,2,2,4,4,15,15,16,15,1.5,1.5,1.6,1.5,3,4,5,5,6,6,4,4,15.2,15.0,11.7,8.5,4.9,4.3,5.1,3.8,52.5,49.8,47.5,50.2,6.7,7.2,2.5,3.2,10.5,13.4,14.7,11.8,0.7,1.2,2.0,2.3,2.1,3.0,2.9,2.5,0.2,0.0,0.3,0.13,1,Серия
4251,15326923,"Серия А, 15-й тур, регулярный сезон, 01.12.2021 19:30",2021-12-01 19:30:00,Интер,2,Специя,0,19,в отдельных районах умеренный или сильный дождь с грозой,1.15,9.5,20.0,3.5,1.28,3.8,3.1,7,2,2,1,1,7,20,10,9,22,2.0,1.0,0.9,2.2,4,1,6,6,4,7,6,3,18.5,11.3,10.3,15.5,6.8,4.1,3.4,5.5,55.5,48.8,44.5,51.2,6.7,4.8,3.5,4.1,10.9,13.3,13.1,12.5,1.4,2.1,1.2,1.7,1.8,2.2,2.0,2.4,0.0,0.1,0.2,0.0,2,Серия
4252,15326922,"Серия А, 15-й тур, регулярный сезон, 30.11.2021 21:50",2021-11-30 21:50:00,Верона,0,Кальяри,0,26,переменная облачность,1.57,4.25,6.55,2.2,1.75,3.2,4.0,4,1,4,3,2,6,22,9,16,18,2.2,0.9,1.6,1.8,1,0,9,6,8,5,2,5,11.7,9.3,13.5,15.3,4.6,2.6,4.0,4.4,50.4,42.1,49.6,57.9,3.1,3.7,3.9,6.1,15.2,13.1,12.7,13.0,2.3,2.6,0.6,1.4,2.4,2.2,2.2,2.0,0.2,0.1,0.1,0.0,0,Серия
4253,15326925,"Серия А, 15-й тур, регулярный сезон, 30.11.2021 21:45",2021-11-30 21:45:00,Салернитана,0,Ювентус,2,25,переменная облачность,9.6,5.25,1.37,2.08,1.83,4.0,3.0,2,5,2,1,6,4,9,12,17,12,0.9,1.2,1.7,1.2,1,4,5,4,5,4,5,6,12.7,13.5,14.6,10.9,3.9,3.8,4.6,3.2,47.0,52.0,53.0,48.0,5.9,3.2,5.1,5.6,12.7,14.0,14.7,13.8,1.2,2.2,1.3,0.9,1.7,2.1,2.5,3.0,0.1,0.0,0.2,0.1,2,Серия
4254,15326920,"Серия А, 15-й тур, регулярный сезон, 30.11.2021 19:35",2021-11-30 19:35:00,Фиорентина,3,Сампдория,1,27,переменная облачность,1.78,3.8,5.0,2.23,1.73,3.1,3.1,4,3,0,1,6,6,14,15,13,23,1.4,1.5,1.3,2.3,3,1,4,7,6,9,4,1,13.2,10.1,9.9,15.3,4.7,3.5,3.6,5.3,54.4,44.6,45.6,55.4,5.0,4.3,4.3,6.0,11.2,13.3,15.0,14.4,1.3,2.4,3.2,1.1,2.3,3.3,2.2,2.2,0.3,0.1,0.0,0.0,4,Серия
4255,15326918,"Серия А, 15-й тур, регулярный сезон, 30.11.2021 19:30",2021-11-30 19:30:00,Аталанта,4,Венеция,0,18,небольшой дождь,1.28,6.0,12.5,2.44,1.53,3.0,2.8,5,3,4,3,1,4,25,10,16,13,2.5,1.0,1.6,1.3,1,3,9,6,8,4,2,6,13.8,7.67,11.9,17.67,5.0,3.44,4.6,6.11,53.0,41.89,47.0,58.11,4.5,3.22,4.4,7.44,14.1,13.33,13.0,12.22,1.4,2.0,2.5,1.22,2.2,2.56,2.7,1.78,0.0,0.11,0.0,0.22,4,Серия
4256,15326912,"Серия А, 14-й тур, регулярный сезон, 28.11.2021 21:50",2021-11-28 21:50:00,Наполи,4,Лацио,0,27,небольшой дождь,1.91,3.88,4.5,2.16,1.67,4.1,3.0,6,4,2,3,2,3,18,15,8,14,1.8,1.5,0.8,1.4,5,4,5,4,6,7,4,3,17.1,10.4,10.8,11.7,5.6,4.6,2.5,3.2,59.9,51.0,40.1,49.0,5.3,4.2,3.6,3.8,13.0,13.2,13.1,11.6,2.0,2.1,1.7,2.0,1.9,2.8,2.8,2.8,0.1,0.2,0.3,0.0,4,Серия
4257,15326913,"Серия А, 14-й тур, регулярный сезон, 28.11.2021 19:00",2021-11-28 19:00:00,Рома,1,Торино,0,27,переменная облачность,1.83,3.94,4.45,2.03,1.87,2.8,5.8,4,4,2,2,4,4,16,11,15,9,1.6,1.1,1.5,0.9,4,2,5,4,6,3,4,7,15.7,13.1,7.9,9.5,4.7,3.5,3.8,3.0,52.9,53.5,47.1,46.5,7.5,3.6,2.8,4.4,13.8,19.3,12.2,11.7,1.4,2.5,2.4,1.5,3.0,2.8,2.75,2.3,0.0,0.1,0.13,0.1,1,Серия
4258,15326915,"Серия А, 14-й тур, регулярный сезон, 28.11.2021 16:05",2021-11-28 16:05:00,Специя,0,Болонья,1,20,переменная облачность,3.18,3.44,2.38,2.06,1.85,8.0,7.0,3,3,1,2,6,5,12,15,22,22,1.2,1.5,2.2,2.2,1,2,7,6,8,7,2,3,11.4,14.2,15.4,12.2,4.2,4.6,5.6,5.7,49.8,52.3,50.2,47.7,5.5,6.2,3.8,2.7,12.7,10.2,12.6,14.1,1.8,0.7,1.7,1.9,2.0,2.3,2.7,2.6,0.1,0.2,0.0,0.3,1,Серия
